experiment_id,assignment_id,customer_id,assignment_month,assignment_group,intervention_type,account_manager_id,segment,risk_band,pre_risk_score,baseline_mrr,intervention_cost,assignment_probability,end_mrr,churn_within_followup,outcome_month,logo_retained,gross_retained_mrr,gross_mrr_retention,net_mrr_retention
retention_outreach_2025q4,ASG-3ef1cac70298c266,CUST003872,2025-11-01,control,no_action_control,AM0025,SMB,B3,33.317927,327.6,0.0,0.5,327.6,0,2026-02-01,1,327.6,1.0,1.0
retention_outreach_2025q4,ASG-3efca0240e7dde21,CUST000947,2025-11-01,treatment,success_plan_outreach,AM0031,Mid-Market,B2,23.426157,902.5,900.0,0.5,902.5,0,2026-02-01,1,902.5,1.0,1.0
retention_outreach_2025q4,ASG-3f0c5d211b86020d,CUST003625,2025-11-01,control,no_action_control,AM0007,SMB,B1,23.628837,756.43,0.0,0.5,756.43,0,2026-02-01,1,756.43,1.0,1.0
retention_outreach_2025q4,ASG-3f0ea05dd12827ee,CUST000274,2025-11-01,control,no_action_control,AM0029,Mid-Market,B4,45.935846,3017.45,0.0,0.5,3017.45,0,2026-02-01,1,3017.45,1.0,1.0
retention_outreach_2025q4,ASG-3f28714e0f680c0d,CUST002308,2025-11-01,control,no_action_control,AM0021,Mid-Market,B4,34.721395,2496.93,0.0,0.5,2496.93,0,2026-02-01,1,2496.93,1.0,1.0
retention_outreach_2025q4,ASG-3f491e910e2793f9,CUST000685,2025-11-01,treatment,success_plan_outreach,AM0024,SMB,B3,30.174542,311.47,350.0,0.5,311.47,0,2026-02-01,1,311.47,1.0,1.0
retention_outreach_2025q4,ASG-3f5c796cfe821131,CUST001239,2025-11-01,treatment,success_plan_outreach,AM0008,SMB,B3,31.109229,250.0,350.0,0.5,250.0,0,2026-02-01,1,250.0,1.0,1.0
retention_outreach_2025q4,ASG-3f635738f7821b58,CUST003249,2025-11-01,control,no_action_control,AM0034,SMB,B1,22.637565,617.67,0.0,0.5,617.67,0,2026-02-01,1,617.67,1.0,1.0
retention_outreach_2025q4,ASG-3f770affcc68f7ce,CUST003605,2025-11-01,treatment,success_plan_outreach,AM0024,Enterprise,B3,28.515493,11822.61,2500.0,0.5,11822.61,0,2026-02-01,1,11822.61,1.0,1.0
retention_outreach_2025q4,ASG-3fba7ff1604f2689,CUST002222,2025-11-01,treatment,success_plan_outreach,AM0034,SMB,B1,23.546549,902.5,350.0,0.5,902.5,0,2026-02-01,1,902.5,1.0,1.0
retention_outreach_2025q4,ASG-3fc4455c9796a3d1,CUST000913,2025-11-01,control,no_action_control,AM0005,Enterprise,B2,20.024342,6613.5,0.0,0.5,6613.5,0,2026-02-01,1,6613.5,1.0,1.0
retention_outreach_2025q4,ASG-3fcda3a46f3c7419,CUST002533,2025-11-01,control,no_action_control,AM0032,SMB,B4,37.078484,547.5,0.0,0.5,547.5,0,2026-02-01,1,547.5,1.0,1.0
retention_outreach_2025q4,ASG-3fd02e0d412be6a0,CUST000771,2025-11-01,control,no_action_control,AM0020,SMB,B1,19.864373,287.53,0.0,0.5,287.53,0,2026-02-01,1,287.53,1.0,1.0
retention_outreach_2025q4,ASG-3fd39dcc92be7aea,CUST003988,2025-11-01,treatment,success_plan_outreach,AM0030,SMB,B2,26.431211,461.73,350.0,0.5,461.73,0,2026-02-01,1,461.73,1.0,1.0
retention_outreach_2025q4,ASG-40296c48733a606d,CUST004005,2025-11-01,control,no_action_control,AM0037,Mid-Market,B2,27.781057,1297.49,0.0,0.5,1297.49,0,2026-02-01,1,1297.49,1.0,1.0
retention_outreach_2025q4,ASG-403f047899f660f8,CUST002013,2025-11-01,treatment,success_plan_outreach,AM0020,SMB,B4,39.021241,311.55,350.0,0.5,311.55,0,2026-02-01,1,311.55,1.0,1.0
retention_outreach_2025q4,ASG-40419dc87f05f574,CUST000584,2025-11-01,treatment,success_plan_outreach,AM0017,SMB,B3,31.737092,486.33,350.0,0.5,420.69,0,2026-02-01,1,420.69,0.8650299179569428,0.8650299179569428
retention_outreach_2025q4,ASG-4085a476e8ca7186,CUST000201,2025-11-01,treatment,success_plan_outreach,AM0034,Enterprise,B2,19.633358,7572.95,2500.0,0.5,7572.95,0,2026-02-01,1,7572.95,1.0,1.0
retention_outreach_2025q4,ASG-4087a8064da4ea67,CUST003078,2025-11-01,treatment,success_plan_outreach,AM0028,SMB,B4,37.901472,1006.37,350.0,0.5,0.0,1,2026-02-01,0,0.0,0.0,0.0
retention_outreach_2025q4,ASG-40918f83b9a63499,CUST004382,2025-11-01,control,no_action_control,AM0003,SMB,B1,18.898783,1328.6,0.0,0.5,1328.6,0,2026-02-01,1,1328.6,1.0,1.0
retention_outreach_2025q4,ASG-40b5a819d6aca23c,CUST000458,2025-11-01,control,no_action_control,AM0011,SMB,B2,29.886203,462.5,0.0,0.5,462.5,0,2026-02-01,1,462.5,1.0,1.0
retention_outreach_2025q4,ASG-40c9ca88bc138863,CUST003728,2025-11-01,control,no_action_control,AM0016,SMB,B3,31.42782,770.78,0.0,0.5,601.75,0,2026-02-01,1,601.75,0.7807026648330263,0.7807026648330263
retention_outreach_2025q4,ASG-40fbab95c5ce7d54,CUST000395,2025-11-01,treatment,success_plan_outreach,AM0007,SMB,B2,24.492539,760.74,350.0,0.5,760.74,0,2026-02-01,1,760.74,1.0,1.0
retention_outreach_2025q4,ASG-40fcfed7878127d3,CUST000828,2025-11-01,control,no_action_control,AM0031,SMB,B2,27.121038,1138.33,0.0,0.5,1138.33,0,2026-02-01,1,1138.33,1.0,1.0
retention_outreach_2025q4,ASG-410aa9a02a99ecc0,CUST000744,2025-11-01,treatment,success_plan_outreach,AM0035,SMB,B4,35.725695,223.57,350.0,0.5,223.57,0,2026-02-01,1,223.57,1.0,1.0
retention_outreach_2025q4,ASG-413c0c5e8119a543,CUST000183,2025-11-01,control,no_action_control,AM0009,SMB,B4,38.108733,589.1,0.0,0.5,589.1,0,2026-02-01,1,589.1,1.0,1.0
retention_outreach_2025q4,ASG-414ff705a65df0fc,CUST002945,2025-11-01,control,no_action_control,AM0027,Enterprise,B4,39.491772,9859.07,0.0,0.5,9859.07,0,2026-02-01,1,9859.07,1.0,1.0
retention_outreach_2025q4,ASG-41589c6e4bfacd0d,CUST001701,2025-11-01,treatment,success_plan_outreach,AM0026,Mid-Market,B2,24.587437,3005.17,900.0,0.5,3005.17,0,2026-02-01,1,3005.17,1.0,1.0
retention_outreach_2025q4,ASG-41830ba845d5ea6a,CUST002118,2025-11-01,control,no_action_control,AM0002,SMB,B1,19.265263,926.25,0.0,0.5,681.58,0,2026-02-01,1,681.58,0.7358488529014845,0.7358488529014845
retention_outreach_2025q4,ASG-41aca2e35256a455,CUST003463,2025-11-01,treatment,success_plan_outreach,AM0040,SMB,B1,19.830035,1409.46,350.0,0.5,1409.46,0,2026-02-01,1,1409.46,1.0,1.0
retention_outreach_2025q4,ASG-41fe66e9640ac8a3,CUST000330,2025-11-01,treatment,success_plan_outreach,AM0039,SMB,B2,25.521089,743.27,350.0,0.5,743.27,0,2026-02-01,1,743.27,1.0,1.0
retention_outreach_2025q4,ASG-425c468a2b60f614,CUST001081,2025-11-01,control,no_action_control,AM0012,Mid-Market,B3,29.214979,4619.16,0.0,0.5,4619.16,0,2026-02-01,1,4619.16,1.0,1.0
retention_outreach_2025q4,ASG-42bdb86bed251f98,CUST004144,2025-11-01,control,no_action_control,AM0037,Mid-Market,B3,30.759102,2409.38,0.0,0.5,2409.38,0,2026-02-01,1,2409.38,1.0,1.0
retention_outreach_2025q4,ASG-42c7e793fd6a8226,CUST001143,2025-11-01,treatment,success_plan_outreach,AM0011,SMB,B1,20.308073,327.6,350.0,0.5,327.6,0,2026-02-01,1,327.6,1.0,1.0
retention_outreach_2025q4,ASG-42f467cdf1e081fa,CUST000029,2025-11-01,control,no_action_control,AM0020,Mid-Market,B4,45.10837,1492.98,0.0,0.5,1617.98,0,2026-02-01,1,1492.98,1.0,1.0837251671154335
retention_outreach_2025q4,ASG-43069e5e63649572,CUST003010,2025-11-01,control,no_action_control,AM0034,Enterprise,B1,18.768576,5278.8,0.0,0.5,6340.52,0,2026-02-01,1,5278.8,1.0,1.201129044479806
retention_outreach_2025q4,ASG-434285855ba3418d,CUST002600,2025-11-01,control,no_action_control,AM0003,Enterprise,B3,29.396338,10924.42,0.0,0.5,10924.42,0,2026-02-01,1,10924.42,1.0,1.0
retention_outreach_2025q4,ASG-437b92435b41f83d,CUST001648,2025-11-01,control,no_action_control,AM0037,SMB,B2,29.263841,936.1,0.0,0.5,936.1,0,2026-02-01,1,936.1,1.0,1.0
retention_outreach_2025q4,ASG-438971ae731a6e99,CUST001896,2025-11-01,control,no_action_control,AM0009,Mid-Market,B3,29.6938,2146.88,0.0,0.5,2146.88,0,2026-02-01,1,2146.88,1.0,1.0
retention_outreach_2025q4,ASG-439e3f78020f9225,CUST001469,2025-11-01,treatment,success_plan_outreach,AM0007,SMB,B2,28.512988,999.91,350.0,0.5,999.91,0,2026-02-01,1,999.91,1.0,1.0
retention_outreach_2025q4,ASG-43a28e92ef66941e,CUST003234,2025-11-01,control,no_action_control,AM0006,SMB,B4,35.125405,335.0,0.0,0.5,335.0,0,2026-02-01,1,335.0,1.0,1.0
retention_outreach_2025q4,ASG-43b76937127a8213,CUST001117,2025-11-01,treatment,success_plan_outreach,AM0010,SMB,B2,29.887989,523.59,350.0,0.5,523.59,0,2026-02-01,1,523.59,1.0,1.0
retention_outreach_2025q4,ASG-442c34cac82c17e7,CUST001021,2025-11-01,control,no_action_control,AM0011,SMB,B1,18.9381,932.73,0.0,0.5,932.73,0,2026-02-01,1,932.73,1.0,1.0
retention_outreach_2025q4,ASG-443d96d97956bcb6,CUST003155,2025-11-01,control,no_action_control,AM0020,SMB,B2,26.395236,721.99,0.0,0.5,721.99,0,2026-02-01,1,721.99,1.0,1.0
retention_outreach_2025q4,ASG-448845285dcd3cbe,CUST003124,2025-11-01,treatment,success_plan_outreach,AM0035,SMB,B3,32.488108,798.88,350.0,0.5,798.88,0,2026-02-01,1,798.88,1.0,1.0
retention_outreach_2025q4,ASG-448ec5acd64359f9,CUST003448,2025-11-01,treatment,success_plan_outreach,AM0028,Mid-Market,B3,31.29237,1111.5,900.0,0.5,1111.5,0,2026-02-01,1,1111.5,1.0,1.0
retention_outreach_2025q4,ASG-449c6948afc18ecf,CUST004205,2025-11-01,treatment,success_plan_outreach,AM0012,SMB,B1,23.055658,398.21,350.0,0.5,398.21,0,2026-02-01,1,398.21,1.0,1.0
retention_outreach_2025q4,ASG-449d82c2e647d8c3,CUST004062,2025-11-01,control,no_action_control,AM0037,Mid-Market,B1,18.884831,3189.33,0.0,0.5,3189.33,0,2026-02-01,1,3189.33,1.0,1.0
retention_outreach_2025q4,ASG-44d60ac65579dc97,CUST002687,2025-11-01,control,no_action_control,AM0035,SMB,B1,23.162655,340.94,0.0,0.5,340.94,0,2026-02-01,1,340.94,1.0,1.0
retention_outreach_2025q4,ASG-44dc98230de1e64e,CUST003912,2025-11-01,control,no_action_control,AM0011,Mid-Market,B4,77.462415,3850.28,0.0,0.5,3850.28,0,2026-02-01,1,3850.28,1.0,1.0
retention_outreach_2025q4,ASG-45293f531ea49df1,CUST001785,2025-11-01,control,no_action_control,AM0025,SMB,B4,46.26826,1035.84,0.0,0.5,1035.84,0,2026-02-01,1,1035.84,1.0,1.0
retention_outreach_2025q4,ASG-452e268ea1be92c7,CUST003636,2025-11-01,treatment,success_plan_outreach,AM0003,Mid-Market,B1,18.13338,3915.98,900.0,0.5,4151.94,0,2026-02-01,1,3915.98,1.0,1.060255670355824
retention_outreach_2025q4,ASG-4532d93870da348f,CUST002413,2025-11-01,treatment,success_plan_outreach,AM0002,SMB,B4,65.019019,1176.46,350.0,0.5,995.25,0,2026-02-01,1,995.25,0.8459701137310236,0.8459701137310236
retention_outreach_2025q4,ASG-4538ee5a571e9c51,CUST002361,2025-11-01,control,no_action_control,AM0014,Enterprise,B1,18.725886,8587.35,0.0,0.5,8587.35,0,2026-02-01,1,8587.35,1.0,1.0
retention_outreach_2025q4,ASG-45985a61ae51ea3c,CUST003962,2025-11-01,treatment,success_plan_outreach,AM0024,SMB,B3,30.768971,420.36,350.0,0.5,365.24,0,2026-02-01,1,365.24,0.8688742982205728,0.8688742982205728
retention_outreach_2025q4,ASG-45ace185acaa53e9,CUST000957,2025-11-01,control,no_action_control,AM0016,Mid-Market,B4,32.202972,1253.3,0.0,0.5,1253.3,0,2026-02-01,1,1253.3,1.0,1.0
retention_outreach_2025q4,ASG-45c40ae31356f8ba,CUST000385,2025-11-01,control,no_action_control,AM0014,Enterprise,B4,31.141068,10782.22,0.0,0.5,10782.22,0,2026-02-01,1,10782.22,1.0,1.0
retention_outreach_2025q4,ASG-45ec8a05a8d1e090,CUST001260,2025-11-01,treatment,success_plan_outreach,AM0026,SMB,B4,50.972689,235.26,350.0,0.5,253.75,0,2026-02-01,1,235.26,1.0,1.0785938961149366
retention_outreach_2025q4,ASG-45ff8d70a29580e9,CUST002984,2025-11-01,treatment,success_plan_outreach,AM0040,Mid-Market,B3,30.514597,2231.25,900.0,0.5,2231.25,0,2026-02-01,1,2231.25,1.0,1.0
retention_outreach_2025q4,ASG-461ae8170bfb8e8f,CUST003021,2025-11-01,treatment,success_plan_outreach,AM0036,Mid-Market,B2,25.885112,2931.5,900.0,0.5,2931.5,0,2026-02-01,1,2931.5,1.0,1.0
retention_outreach_2025q4,ASG-4629b7bcd4d52bc3,CUST002358,2025-11-01,treatment,success_plan_outreach,AM0038,SMB,B2,26.2,280.0,350.0,0.5,280.0,0,2026-02-01,1,280.0,1.0,1.0
retention_outreach_2025q4,ASG-46329bb279cf16bd,CUST001065,2025-11-01,treatment,success_plan_outreach,AM0040,Enterprise,B3,28.962582,2456.44,2500.0,0.5,2962.1,0,2026-02-01,1,2456.44,1.0,1.2058507433521681
retention_outreach_2025q4,ASG-4641143220cff0b5,CUST001335,2025-11-01,treatment,success_plan_outreach,AM0009,SMB,B3,33.281067,1518.42,350.0,0.5,1518.42,0,2026-02-01,1,1518.42,1.0,1.0
retention_outreach_2025q4,ASG-46774a8261ce83fc,CUST002854,2025-11-01,treatment,success_plan_outreach,AM0007,Mid-Market,B1,22.608271,3182.83,900.0,0.5,2592.71,0,2026-02-01,1,2592.71,0.814592673815441,0.814592673815441
retention_outreach_2025q4,ASG-46b0e0d93a02a376,CUST000079,2025-11-01,treatment,success_plan_outreach,AM0010,Mid-Market,B1,21.071862,2822.25,900.0,0.5,2089.79,0,2026-02-01,1,2089.79,0.7404694835680751,0.7404694835680751
retention_outreach_2025q4,ASG-46b1d7937832f3c0,CUST003573,2025-11-01,control,no_action_control,AM0027,Mid-Market,B2,25.851351,4099.25,0.0,0.5,4099.25,0,2026-02-01,1,4099.25,1.0,1.0
retention_outreach_2025q4,ASG-46c25c9012132305,CUST003905,2025-11-01,control,no_action_control,AM0006,SMB,B4,36.173255,462.5,0.0,0.5,462.5,0,2026-02-01,1,462.5,1.0,1.0
retention_outreach_2025q4,ASG-46c727d13f5f071e,CUST001665,2025-11-01,control,no_action_control,AM0012,SMB,B3,33.323032,1121.18,0.0,0.5,1121.18,0,2026-02-01,1,1121.18,1.0,1.0
retention_outreach_2025q4,ASG-46ca16747e157096,CUST000479,2025-11-01,control,no_action_control,AM0013,Mid-Market,B1,22.995811,1754.8,0.0,0.5,1754.8,0,2026-02-01,1,1754.8,1.0,1.0
retention_outreach_2025q4,ASG-46e141fb0d9e882f,CUST000856,2025-11-01,treatment,success_plan_outreach,AM0030,SMB,B4,39.838068,969.77,350.0,0.5,969.77,0,2026-02-01,1,969.77,1.0,1.0
retention_outreach_2025q4,ASG-46ea092a0bb6dab1,CUST001662,2025-11-01,treatment,success_plan_outreach,AM0001,Enterprise,B2,20.835708,7321.84,2500.0,0.5,8485.51,0,2026-02-01,1,7321.84,1.0,1.1589313615156847
retention_outreach_2025q4,ASG-46f4b099ab9f40c9,CUST000258,2025-11-01,treatment,success_plan_outreach,AM0012,Enterprise,B4,65.570824,9226.94,2500.0,0.5,9226.94,0,2026-02-01,1,9226.94,1.0,1.0
retention_outreach_2025q4,ASG-470d585b3236da34,CUST002672,2025-11-01,treatment,success_plan_outreach,AM0015,SMB,B2,24.28886,193.0,350.0,0.5,193.0,0,2026-02-01,1,193.0,1.0,1.0
retention_outreach_2025q4,ASG-470ef9c7a62d3a1f,CUST003914,2025-11-01,control,no_action_control,AM0007,Enterprise,B3,25.800168,7744.0,0.0,0.5,7744.0,0,2026-02-01,1,7744.0,1.0,1.0
retention_outreach_2025q4,ASG-475a75c9bb0abe46,CUST001728,2025-11-01,control,no_action_control,AM0005,Enterprise,B4,31.60914,7125.33,0.0,0.5,7125.33,0,2026-02-01,1,7125.33,1.0,1.0
retention_outreach_2025q4,ASG-4770343c6c52ee9a,CUST003067,2025-11-01,control,no_action_control,AM0031,SMB,B1,22.270034,1035.34,0.0,0.5,1035.34,0,2026-02-01,1,1035.34,1.0,1.0
retention_outreach_2025q4,ASG-47775b5da7432737,CUST000348,2025-11-01,treatment,success_plan_outreach,AM0030,Mid-Market,B3,29.101046,4506.06,900.0,0.5,4506.06,0,2026-02-01,1,4506.06,1.0,1.0
retention_outreach_2025q4,ASG-478b229467584543,CUST000415,2025-11-01,control,no_action_control,AM0014,SMB,B3,30.233811,194.74,0.0,0.5,194.74,0,2026-02-01,1,194.74,1.0,1.0
retention_outreach_2025q4,ASG-479ee429d9ab4817,CUST004010,2025-11-01,treatment,success_plan_outreach,AM0001,SMB,B3,32.425003,327.45,350.0,0.5,327.45,0,2026-02-01,1,327.45,1.0,1.0
retention_outreach_2025q4,ASG-47b93780893fd030,CUST001269,2025-11-01,control,no_action_control,AM0009,SMB,B4,36.264988,1121.78,0.0,0.5,1121.78,0,2026-02-01,1,1121.78,1.0,1.0
retention_outreach_2025q4,ASG-47d95b692f207581,CUST000572,2025-11-01,treatment,success_plan_outreach,AM0007,SMB,B2,26.082167,328.6,350.0,0.5,328.6,0,2026-02-01,1,328.6,1.0,1.0
retention_outreach_2025q4,ASG-48359c63abbd1436,CUST004150,2025-11-01,control,no_action_control,AM0027,Mid-Market,B2,27.113959,2193.75,0.0,0.5,2328.13,0,2026-02-01,1,2193.75,1.0,1.0612558404558405
retention_outreach_2025q4,ASG-48fa4a64fcaeec8d,CUST003343,2025-11-01,control,no_action_control,AM0027,SMB,B2,27.149621,1678.96,0.0,0.5,1477.28,0,2026-02-01,1,1477.28,0.8798780197264974,0.8798780197264974
retention_outreach_2025q4,ASG-491c51aa08170c66,CUST003577,2025-11-01,treatment,success_plan_outreach,AM0016,SMB,B4,53.811854,1404.35,350.0,0.5,1404.35,0,2026-02-01,1,1404.35,1.0,1.0
retention_outreach_2025q4,ASG-4928ea25b55c1860,CUST000419,2025-11-01,control,no_action_control,AM0004,Mid-Market,B1,21.650231,3465.12,0.0,0.5,3465.12,0,2026-02-01,1,3465.12,1.0,1.0
retention_outreach_2025q4,ASG-493d145687432a37,CUST004381,2025-11-01,control,no_action_control,AM0004,SMB,B3,31.50949,717.5,0.0,0.5,717.5,0,2026-02-01,1,717.5,1.0,1.0
retention_outreach_2025q4,ASG-4949fd418f63c133,CUST002444,2025-11-01,control,no_action_control,AM0029,SMB,B1,20.101595,830.0,0.0,0.5,830.0,0,2026-02-01,1,830.0,1.0,1.0
retention_outreach_2025q4,ASG-4991dd10e6e0ee48,CUST003256,2025-11-01,control,no_action_control,AM0014,Enterprise,B2,21.939647,9190.05,0.0,0.5,9190.05,0,2026-02-01,1,9190.05,1.0,1.0
retention_outreach_2025q4,ASG-49956af96108ad49,CUST002351,2025-11-01,control,no_action_control,AM0034,Enterprise,B3,29.557549,4502.73,0.0,0.5,4502.73,0,2026-02-01,1,4502.73,1.0,1.0
retention_outreach_2025q4,ASG-49af1a7887779e2b,CUST000402,2025-11-01,control,no_action_control,AM0005,SMB,B4,43.396358,533.35,0.0,0.5,533.35,0,2026-02-01,1,533.35,1.0,1.0
retention_outreach_2025q4,ASG-49e79eb712a4056e,CUST001263,2025-11-01,treatment,success_plan_outreach,AM0012,SMB,B4,37.813544,950.0,350.0,0.5,950.0,0,2026-02-01,1,950.0,1.0,1.0
retention_outreach_2025q4,ASG-4a25768f2722bfa2,CUST000439,2025-11-01,treatment,success_plan_outreach,AM0003,Enterprise,B1,17.986607,11164.91,2500.0,0.5,11164.91,0,2026-02-01,1,11164.91,1.0,1.0
retention_outreach_2025q4,ASG-4a2f71416e0380c6,CUST003838,2025-11-01,control,no_action_control,AM0020,SMB,B4,36.028877,756.26,0.0,0.5,0.0,0,2026-02-01,0,0.0,0.0,0.0
retention_outreach_2025q4,ASG-4a662704d6c32486,CUST003279,2025-11-01,treatment,success_plan_outreach,AM0030,Mid-Market,B3,29.709696,3146.93,900.0,0.5,3146.93,0,2026-02-01,1,3146.93,1.0,1.0
retention_outreach_2025q4,ASG-4aa2ababe27bf7e8,CUST000121,2025-11-01,treatment,success_plan_outreach,AM0032,Enterprise,B4,33.330368,8389.54,2500.0,0.5,8389.54,0,2026-02-01,1,8389.54,1.0,1.0
retention_outreach_2025q4,ASG-4ad8cdd6c7acdf6e,CUST002326,2025-11-01,treatment,success_plan_outreach,AM0006,Mid-Market,B3,30.821059,1232.62,900.0,0.5,1232.62,0,2026-02-01,1,1232.62,1.0,1.0
retention_outreach_2025q4,ASG-4add329b04b657aa,CUST002485,2025-11-01,treatment,success_plan_outreach,AM0013,Mid-Market,B2,23.272161,3507.74,900.0,0.5,3507.74,0,2026-02-01,1,3507.74,1.0,1.0
retention_outreach_2025q4,ASG-4ae7a440a0a4deff,CUST003936,2025-11-01,control,no_action_control,AM0022,Mid-Market,B2,23.599754,1305.48,0.0,0.5,1305.48,0,2026-02-01,1,1305.48,1.0,1.0
retention_outreach_2025q4,ASG-4b0e501d06fde58a,CUST000282,2025-11-01,control,no_action_control,AM0002,Mid-Market,B1,19.474976,2622.14,0.0,0.5,2622.14,0,2026-02-01,1,2622.14,1.0,1.0
retention_outreach_2025q4,ASG-4b29ebda91df14ca,CUST001121,2025-11-01,control,no_action_control,AM0004,Enterprise,B3,28.102633,11990.3,0.0,0.5,11990.3,0,2026-02-01,1,11990.3,1.0,1.0
retention_outreach_2025q4,ASG-4b51039322debd6a,CUST003079,2025-11-01,treatment,success_plan_outreach,AM0031,SMB,B2,28.884375,929.23,350.0,0.5,929.23,0,2026-02-01,1,929.23,1.0,1.0
retention_outreach_2025q4,ASG-4b5dbbce4b49174d,CUST001534,2025-11-01,treatment,success_plan_outreach,AM0021,SMB,B3,30.437578,296.54,350.0,0.5,296.54,0,2026-02-01,1,296.54,1.0,1.0
retention_outreach_2025q4,ASG-4b66246bd1b8b2ba,CUST000467,2025-11-01,treatment,success_plan_outreach,AM0020,SMB,B2,25.126178,518.0,350.0,0.5,518.0,0,2026-02-01,1,518.0,1.0,1.0
retention_outreach_2025q4,ASG-4b8cd40d8d634d58,CUST003185,2025-11-01,control,no_action_control,AM0030,SMB,B3,32.0392,250.0,0.0,0.5,250.0,0,2026-02-01,1,250.0,1.0,1.0
retention_outreach_2025q4,ASG-4bb6c72a30c04ba4,CUST002170,2025-11-01,treatment,success_plan_outreach,AM0021,SMB,B4,45.977482,508.42,350.0,0.5,508.42,0,2026-02-01,1,508.42,1.0,1.0
retention_outreach_2025q4,ASG-4bba36a546b969a8,CUST000262,2025-11-01,control,no_action_control,AM0011,SMB,B1,22.44,280.0,0.0,0.5,326.11,0,2026-02-01,1,280.0,1.0,1.1646785714285715
retention_outreach_2025q4,ASG-4bc10dbe715d8a7e,CUST003679,2025-11-01,treatment,success_plan_outreach,AM0028,Mid-Market,B3,29.539773,885.82,900.0,0.5,992.46,0,2026-02-01,1,885.82,1.0,1.1203856313923821
retention_outreach_2025q4,ASG-4bd69b7c12f66e8b,CUST003070,2025-11-01,control,no_action_control,AM0001,Mid-Market,B3,31.004947,1479.5,0.0,0.5,1479.5,0,2026-02-01,1,1479.5,1.0,1.0
retention_outreach_2025q4,ASG-4c3ea4fc9b7e6528,CUST002104,2025-11-01,treatment,success_plan_outreach,AM0001,SMB,B1,23.463411,422.8,350.0,0.5,422.8,0,2026-02-01,1,422.8,1.0,1.0
retention_outreach_2025q4,ASG-4c4c1895733fac7e,CUST002074,2025-11-01,control,no_action_control,AM0040,SMB,B1,21.348134,375.2,0.0,0.5,375.2,0,2026-02-01,1,375.2,1.0,1.0
retention_outreach_2025q4,ASG-4c869994c4453f17,CUST003873,2025-11-01,control,no_action_control,AM0003,Enterprise,B2,23.224858,3263.0,0.0,0.5,3628.43,0,2026-02-01,1,3263.0,1.0,1.1119920318725098
retention_outreach_2025q4,ASG-4cc5bd04c170aa48,CUST003479,2025-11-01,control,no_action_control,AM0018,SMB,B3,33.580347,348.95,0.0,0.5,348.95,0,2026-02-01,1,348.95,1.0,1.0
retention_outreach_2025q4,ASG-4ccebbd7bb4b581a,CUST000548,2025-11-01,control,no_action_control,AM0018,SMB,B3,34.307054,926.25,0.0,0.5,926.25,0,2026-02-01,1,926.25,1.0,1.0
retention_outreach_2025q4,ASG-4cdcfbf8f181b7aa,CUST001214,2025-11-01,control,no_action_control,AM0002,SMB,B3,32.741773,1192.25,0.0,0.5,1192.25,0,2026-02-01,1,1192.25,1.0,1.0
retention_outreach_2025q4,ASG-4cf5dad0e4ef0c7b,CUST002756,2025-11-01,treatment,success_plan_outreach,AM0036,SMB,B1,23.959705,1565.2,350.0,0.5,0.0,1,2026-02-01,0,0.0,0.0,0.0
retention_outreach_2025q4,ASG-4cf86c64fc13fcb2,CUST003142,2025-11-01,treatment,success_plan_outreach,AM0032,SMB,B3,32.492938,647.76,350.0,0.5,647.76,0,2026-02-01,1,647.76,1.0,1.0
retention_outreach_2025q4,ASG-4d092613d74149aa,CUST002259,2025-11-01,control,no_action_control,AM0031,Mid-Market,B4,35.020955,2568.75,0.0,0.5,3429.07,0,2026-02-01,1,2568.75,1.0,1.3349177615571777
retention_outreach_2025q4,ASG-4d124ad572e36373,CUST003246,2025-11-01,control,no_action_control,AM0039,Mid-Market,B3,30.68131,1148.89,0.0,0.5,1148.89,0,2026-02-01,1,1148.89,1.0,1.0
retention_outreach_2025q4,ASG-4d217d14ddc97916,CUST003707,2025-11-01,treatment,success_plan_outreach,AM0031,Mid-Market,B3,31.880504,2988.53,900.0,0.5,2988.53,0,2026-02-01,1,2988.53,1.0,1.0
retention_outreach_2025q4,ASG-4d4626ab91c2450e,CUST003724,2025-11-01,treatment,success_plan_outreach,AM0038,SMB,B1,19.851282,327.6,350.0,0.5,327.6,0,2026-02-01,1,327.6,1.0,1.0
retention_outreach_2025q4,ASG-4d6b8c0fe33b6ea0,CUST001584,2025-11-01,treatment,success_plan_outreach,AM0039,SMB,B2,25.030308,613.2,350.0,0.5,613.2,0,2026-02-01,1,613.2,1.0,1.0
retention_outreach_2025q4,ASG-4d969985182588cf,CUST002910,2025-11-01,treatment,success_plan_outreach,AM0010,Mid-Market,B3,29.905724,2441.25,900.0,0.5,2441.25,0,2026-02-01,1,2441.25,1.0,1.0
retention_outreach_2025q4,ASG-4d9aba53173f4098,CUST001544,2025-11-01,treatment,success_plan_outreach,AM0023,SMB,B3,32.392238,327.6,350.0,0.5,327.6,0,2026-02-01,1,327.6,1.0,1.0
retention_outreach_2025q4,ASG-4da88b32ff137fdb,CUST004244,2025-11-01,control,no_action_control,AM0018,Enterprise,B3,26.562513,5067.83,0.0,0.5,5067.83,0,2026-02-01,1,5067.83,1.0,1.0
retention_outreach_2025q4,ASG-4dc4387446574d0e,CUST000398,2025-11-01,treatment,success_plan_outreach,AM0009,Mid-Market,B2,27.336929,2480.83,900.0,0.5,2480.83,0,2026-02-01,1,2480.83,1.0,1.0
