customer_id,current_mrr,trailing_3m_usage_avg,trailing_3m_usage_trend,trailing_3m_support_ticket_avg,trailing_3m_nps_avg,trailing_3m_payment_delay_avg,trailing_3m_discount_avg,seat_growth_rate,expansion_frequency,contraction_frequency,churn_history_flag,renewal_due_flag,concentration_weight,tenure_months
CUST000780,0.0,48.78,1.61,2.667,-19.32,25.0,0.2969,0.0769,0.0,0.0,1,0,0.0,56
CUST000781,2484.25,64.8,11.225,4.667,12.787,18.0,0.2403,0.0,0.0,0.0,0,0,0.000261,4
CUST000782,1603.21,91.217,1.0,0.0,82.157,12.667,0.1986,-0.1852,0.0,0.1667,0,1,0.000168,52
CUST000783,1809.07,78.817,1.14,1.667,49.23,11.667,0.03,0.0,0.0833,0.0833,0,0,0.00019,35
CUST000784,9195.42,77.217,0.31,6.333,37.937,14.0,0.2245,0.0,0.1667,0.0,0,0,0.000966,20
CUST000785,613.2,78.313,2.55,2.0,49.543,11.0,0.0865,0.0,0.0,0.0,0,0,6.4e-05,34
CUST000786,1654.76,62.563,0.64,2.0,21.767,14.333,0.0053,0.0,0.0,0.0,0,1,0.000174,45
CUST000787,0.0,65.133,-1.155,1.333,20.317,18.667,0.0864,0.0,0.1111,0.0,1,0,0.0,27
CUST000788,902.5,62.77,9.285,1.667,22.02,17.333,0.26,0.0,0.0,0.0,0,0,9.5e-05,20
CUST000789,613.2,76.377,0.3,1.333,55.757,12.0,0.1612,0.0,0.0,0.0,0,1,6.4e-05,24
CUST000790,0.0,74.92,5.195,2.667,46.573,13.333,0.2732,0.0,0.0,0.0,1,0,0.0,33
CUST000791,355.71,71.863,8.725,2.0,24.833,10.333,0.2799,0.0,0.0833,0.0,0,1,3.7e-05,38
CUST000792,3179.87,41.247,-1.765,2.0,-27.383,6.667,0.4202,-0.0676,0.0,0.0,0,0,0.000334,35
CUST000793,424.76,89.85,6.635,0.0,79.26,9.333,0.0,0.0,0.1667,0.0,0,1,4.5e-05,38
CUST000794,0.0,79.493,6.83,2.333,47.177,8.0,0.268,0.0,0.0,0.0,1,0,0.0,36
CUST000795,237.5,80.3,-2.36,0.333,43.303,21.667,0.2389,0.0,0.0,0.0,0,1,2.5e-05,49
CUST000796,481.81,87.287,0.07,0.333,68.253,15.0,0.3157,0.0909,0.0833,0.0833,0,1,5.1e-05,48
CUST000797,2997.86,79.26,0.905,3.0,51.333,12.0,0.1985,0.0455,0.0909,0.0,0,0,0.000315,11
CUST000798,318.78,78.01,-7.295,0.667,50.343,9.667,0.1538,0.0,0.0833,0.0833,0,0,3.3e-05,20
CUST000799,715.95,56.79,1.585,4.0,13.41,21.0,0.2046,-0.0556,0.0,0.0833,0,0,7.5e-05,13
CUST000800,2567.5,96.497,5.175,2.0,77.02,11.0,0.075,0.0,0.0,0.0,0,1,0.00027,37
CUST000801,704.97,70.43,2.035,1.0,40.74,15.667,0.1539,0.0,0.0,0.0,0,1,7.4e-05,33
CUST000802,1111.5,78.47,-10.375,2.333,47.757,19.0,0.1177,0.0,0.0,0.0,0,1,0.000117,6
CUST000803,915.88,74.587,9.075,2.333,50.053,10.667,0.2721,0.0,0.1667,0.0833,0,1,9.6e-05,12
CUST000804,838.56,74.29,-4.435,1.333,40.97,18.667,0.2469,-0.1304,0.0,0.0909,0,0,8.8e-05,11
CUST000805,1236.16,88.24,4.375,1.0,72.397,10.667,0.2174,0.0,0.0,0.0833,0,1,0.00013,48
CUST000806,0.0,84.027,2.855,0.667,60.58,3.0,0.1186,0.0,0.125,0.0,1,0,0.0,27
CUST000807,708.4,70.27,-1.065,2.0,34.487,20.333,0.2678,0.0,0.0,0.0,0,0,7.4e-05,13
CUST000808,926.25,67.68,-0.34,0.333,22.293,18.0,0.2339,0.0,0.0,0.0,0,0,9.7e-05,10
CUST000809,198.12,84.217,8.215,1.333,64.51,18.667,0.1342,0.0,0.0833,0.0,0,1,2.1e-05,44
CUST000810,2488.4,75.893,0.35,3.333,45.67,14.333,0.2565,0.0,0.0,0.0,0,0,0.000261,22
CUST000811,1522.03,68.247,-5.83,1.0,32.807,9.667,0.2904,0.0,0.1667,0.0,0,0,0.00016,14
CUST000812,9389.37,87.23,-4.89,4.0,67.047,7.667,0.2616,0.0,0.125,0.0,0,0,0.000986,8
CUST000813,756.16,65.39,3.215,1.667,12.777,15.0,0.168,0.0,0.0,0.0833,0,0,7.9e-05,14
CUST000814,1474.87,80.873,-9.33,2.0,48.903,14.0,0.0,0.0,0.0,0.0,0,1,0.000155,49
CUST000815,0.0,74.927,0.54,1.0,39.757,23.333,0.039,0.0,0.0,0.0,1,0,0.0,39
CUST000816,266.0,67.24,12.1,1.333,22.27,16.0,0.0498,0.0,0.0,0.0,0,1,2.8e-05,21
CUST000817,1449.08,78.233,-5.85,1.0,51.18,15.333,0.2494,0.0,0.0,0.0833,0,0,0.000152,35
CUST000818,422.8,78.48,-0.665,1.667,44.59,17.333,0.0765,0.0,0.0,0.0,0,1,4.4e-05,15
CUST000819,7880.89,84.16,1.615,4.667,48.333,9.333,0.2087,0.0,0.0,0.0,0,0,0.000828,15
CUST000820,1099.36,75.48,-3.075,1.333,21.47,19.0,0.094,0.0,0.0833,0.0,0,0,0.000115,31
CUST000821,655.01,94.333,-0.785,1.0,86.157,9.333,0.2884,0.0,0.0833,0.0,0,1,6.9e-05,50
CUST000822,1005.55,81.78,9.365,0.667,64.033,10.333,0.049,0.0455,0.0833,0.0,0,0,0.000106,20
CUST000823,0.0,59.77,0.0,5.0,14.12,25.0,0.1347,0.0,0.0,0.0,1,0,0.0,23
CUST000824,8526.21,68.043,-2.455,6.0,29.367,7.0,0.1476,0.0,0.0833,0.0,0,0,0.000895,19
CUST000825,4515.33,84.523,3.12,2.333,60.3,8.667,0.1687,0.0,0.0,0.0,0,0,0.000474,14
CUST000826,8234.37,84.92,2.385,5.0,52.277,11.0,0.2188,0.0,0.0,0.0,0,1,0.000865,51
CUST000827,589.27,91.803,3.165,0.333,69.777,11.667,0.1485,0.0,0.0,0.0,0,1,6.2e-05,44
CUST000828,1138.33,81.973,10.325,0.333,66.963,15.667,0.1352,0.0,0.0,0.0,0,1,0.00012,53
CUST000829,1192.25,67.61,15.375,1.667,25.133,8.0,0.2215,0.0,0.0,0.0,0,0,0.000125,4
CUST000830,716.9,87.033,6.97,1.667,57.513,17.667,0.3058,0.0,0.0,0.0,0,1,7.5e-05,38
CUST000831,2493.96,68.74,5.445,2.667,35.353,15.0,0.2704,0.1,0.0,0.0,0,0,0.000262,28
CUST000832,994.0,70.703,-4.795,3.0,27.71,13.0,0.1526,0.0,0.0,0.0,0,0,0.000104,7
CUST000833,917.61,87.327,10.295,1.0,51.62,16.333,0.2376,0.0,0.0833,0.0,0,0,9.6e-05,27
CUST000834,7574.0,82.325,2.27,4.5,66.385,2.5,0.2239,0.0,0.0,0.0,0,0,0.000795,2
CUST000835,289.38,66.31,6.59,1.667,20.203,17.667,0.3056,0.2,0.0833,0.0,0,0,3e-05,18
CUST000836,6996.52,91.33,10.845,3.0,62.503,10.0,0.1669,0.0,0.0833,0.0,0,1,0.000735,49
CUST000837,216.87,74.223,14.86,1.333,50.78,15.333,0.2296,0.0,0.0,0.0833,0,0,2.3e-05,16
CUST000838,377.5,88.33,0.025,0.667,72.96,10.333,0.0951,0.0,0.0,0.0,0,0,4e-05,27
CUST000839,277.94,77.757,7.01,1.667,45.96,20.0,0.0576,0.0,0.0,0.0,0,1,2.9e-05,46
CUST000840,399.09,71.593,6.325,1.0,27.677,18.333,0.1102,0.0,0.0,0.0,0,1,4.2e-05,47
CUST000841,587.23,84.34,13.21,1.333,56.337,18.667,0.222,0.0,0.0,0.0,0,1,6.2e-05,24
CUST000842,865.27,98.16,2.76,0.667,81.67,13.0,0.1765,0.0,0.0,0.0,0,0,9.1e-05,19
CUST000843,2684.2,80.23,4.185,3.0,54.267,14.0,0.2765,0.0,0.0833,0.0,0,0,0.000282,29
CUST000844,6483.82,78.92,-0.735,5.667,42.07,13.333,0.2181,0.0,0.0833,0.0,0,0,0.000681,16
CUST000845,874.76,89.957,3.525,0.333,73.063,16.333,0.1741,0.0,0.0,0.0833,0,1,9.2e-05,12
CUST000846,565.6,74.61,1.08,1.0,31.653,18.333,0.23,0.0,0.0,0.0,0,0,5.9e-05,7
CUST000847,266.0,81.2,-0.555,0.333,48.107,10.0,0.1385,0.0,0.0,0.0,0,0,2.8e-05,34
CUST000848,3573.65,83.653,-4.68,2.333,56.613,6.0,0.2186,0.0,0.0833,0.0,0,0,0.000375,18
CUST000849,1539.38,89.09,4.26,0.333,81.78,9.0,0.1241,0.0,0.0833,0.0,0,0,0.000162,35
CUST000850,0.0,58.72,-0.41,3.0,11.197,18.333,0.141,-0.1667,0.0,0.0,1,0,0.0,22
CUST000851,1178.1,69.23,-2.355,0.333,29.477,12.0,0.3114,0.0,0.0833,0.0,0,0,0.000124,18
CUST000852,470.4,85.517,3.08,1.0,53.05,11.667,0.1552,0.0,0.0,0.0,0,0,4.9e-05,26
CUST000853,514.68,74.81,4.81,1.333,50.943,11.667,0.0504,0.0,0.0833,0.0,0,1,5.4e-05,27
CUST000854,1041.65,77.26,13.79,2.333,54.837,20.0,0.1415,0.0,0.0,0.0,0,0,0.000109,16
CUST000855,20152.96,86.047,1.735,8.333,67.933,9.333,0.106,0.0,0.0,0.0,0,1,0.002116,37
CUST000856,969.77,58.413,-5.26,1.333,7.627,13.333,0.3634,0.0,0.0,0.0,0,0,0.000102,28
CUST000857,377.5,81.403,2.945,0.333,47.28,19.0,0.1326,0.0,0.0,0.0,0,1,4e-05,52
CUST000858,242.49,34.763,-3.615,2.333,-33.99,12.333,0.4255,0.0,0.0,0.0833,0,0,2.5e-05,29
CUST000859,0.0,58.567,-7.6,1.333,15.86,15.667,0.0749,0.0,0.0,0.0,1,0,0.0,53
CUST000860,364.19,74.257,-6.68,0.667,30.58,17.333,0.0894,0.0,0.0833,0.0,0,1,3.8e-05,44
CUST000861,0.0,42.543,-4.29,1.333,-11.547,13.0,0.4159,-0.087,0.0,0.0,1,0,0.0,47
CUST000862,914.38,69.343,7.205,2.333,30.987,18.333,0.0535,0.0,0.0,0.0,0,0,9.6e-05,23
CUST000863,3078.19,83.43,4.955,1.333,54.497,6.0,0.1977,0.0,0.1,0.0,0,0,0.000323,10
CUST000864,806.09,77.367,6.045,3.0,43.423,22.333,0.2613,0.0,0.0,0.0833,0,0,8.5e-05,26
CUST000865,7760.0,69.57,0.41,4.667,24.08,15.333,0.2351,0.0,0.0,0.0,0,0,0.000815,16
CUST000866,0.0,24.217,-6.385,2.667,-74.703,20.0,0.4809,-0.4,0.0,0.2,1,0,0.0,44
CUST000867,666.89,83.547,0.0,0.333,61.957,8.333,0.0398,0.0,0.0,0.0833,0,1,7e-05,52
CUST000868,5979.38,82.063,-2.625,2.667,59.883,3.0,0.2015,0.0,0.0,0.0,0,0,0.000628,19
CUST000869,1006.51,71.37,-3.515,0.333,32.03,17.667,0.2659,0.0,0.0,0.0,0,0,0.000106,17
CUST000870,917.63,96.7,3.245,1.0,85.827,6.0,0.0863,0.0,0.0,0.0833,0,0,9.6e-05,16
CUST000871,2510.93,97.007,2.61,1.0,87.987,10.0,0.2441,0.0,0.0,0.0,0,0,0.000264,28
CUST000872,420.0,71.47,0.605,2.333,37.65,17.667,0.1541,0.0,0.0,0.0,0,0,4.4e-05,17
CUST000873,481.16,72.06,-1.04,2.333,35.2,19.0,0.2352,0.0,0.0,0.0,1,1,5.1e-05,47
CUST000874,1959.38,70.757,10.395,0.333,35.933,12.333,0.1513,0.0,0.0,0.0,0,0,0.000206,4
CUST000875,819.62,46.543,9.585,5.0,-22.34,16.667,0.1786,0.125,0.0,0.0,0,0,8.6e-05,31
CUST000876,353.16,65.64,8.755,2.667,28.693,12.0,0.1089,0.0,0.0,0.0833,0,0,3.7e-05,17
CUST000877,0.0,63.963,-16.045,3.333,17.917,18.0,0.2003,-0.0455,0.0,0.0,1,0,0.0,47
CUST000878,676.09,75.563,7.97,0.333,38.56,17.333,0.28,0.0,0.0833,0.0,1,1,7.1e-05,39
CUST000879,930.0,86.727,-5.87,1.0,68.733,16.333,0.2231,0.0,0.0,0.0,0,1,9.8e-05,49
CUST000880,0.0,55.477,1.06,6.333,18.817,15.667,0.2161,0.0,0.0,0.0,1,0,0.0,39
CUST000881,0.0,58.513,6.205,1.0,1.76,8.0,0.1106,0.0,0.0,0.0,1,0,0.0,16
CUST000882,1298.97,86.487,1.57,0.0,56.96,9.667,0.0906,0.125,0.0833,0.0,0,0,0.000136,20
CUST000883,3042.0,76.55,11.84,1.0,34.463,10.0,0.2004,0.0,0.0,0.0,0,1,0.000319,3
CUST000884,870.54,67.973,-2.3,2.0,35.247,18.0,0.1877,0.0,0.0,0.0833,0,0,9.1e-05,25
CUST000885,0.0,69.3,-6.745,2.0,26.797,18.333,0.1943,0.0,0.0,0.0,1,0,0.0,53
CUST000886,5549.8,69.067,-0.095,4.0,25.757,3.0,0.26,0.0,0.25,0.0,0,1,0.000583,15
CUST000887,3288.1,78.377,1.835,1.667,32.263,14.0,0.1505,0.0,0.0,0.0,0,0,0.000345,35
CUST000888,2484.25,99.44,0.84,0.667,84.26,7.0,0.1764,0.0,0.0,0.0,0,0,0.000261,14
CUST000889,376.48,86.17,-3.795,0.0,68.06,14.667,0.3109,0.0,0.0833,0.0,0,0,4e-05,15
CUST000890,0.0,70.917,-3.895,0.333,30.903,19.667,0.2262,0.0,0.0,0.0,1,0,0.0,38
CUST000891,1509.33,59.437,-3.47,3.0,26.227,12.333,0.3084,-0.0357,0.1667,0.0833,0,0,0.000158,14
CUST000892,0.0,75.703,-4.19,2.333,51.303,11.0,0.1447,0.0,0.0,0.0,1,0,0.0,41
CUST000893,611.97,73.78,0.17,2.0,31.707,18.667,0.1656,0.0,0.0833,0.0,0,0,6.4e-05,30
CUST000894,1636.38,82.547,8.41,1.0,55.053,13.333,0.1844,0.0,0.0,0.0,0,1,0.000172,9
CUST000895,10744.55,93.72,1.105,2.667,78.107,11.0,0.1739,0.0,0.0833,0.0,0,1,0.001128,48
CUST000896,428.41,84.673,6.62,1.333,63.237,7.333,0.1712,0.0,0.0,0.0,0,1,4.5e-05,53
CUST000897,265.75,92.153,-8.315,1.0,68.327,12.667,0.139,0.0,0.0,0.0,0,1,2.8e-05,44
CUST000898,5224.87,95.017,-0.72,1.333,80.553,9.667,0.0742,0.0,0.0833,0.0,0,0,0.000549,32
CUST000899,1116.93,84.557,7.975,0.667,65.873,17.333,0.0,0.0,0.0,0.0,0,1,0.000117,37
CUST000900,7110.0,78.187,-3.69,3.0,69.27,11.0,0.2117,0.0,0.0,0.0,0,0,0.000747,8
CUST000901,0.0,42.103,-1.255,3.333,-20.763,18.0,0.2884,0.0,0.0,0.0,1,0,0.0,38
CUST000902,420.71,86.317,-3.265,0.667,68.81,9.0,0.2418,0.125,0.0833,0.0,0,1,4.4e-05,37
CUST000903,807.12,53.61,-0.195,2.0,-4.42,23.667,0.2353,-0.0455,0.0,0.0,0,0,8.5e-05,35
CUST000904,7095.11,79.57,0.12,4.0,45.22,11.0,0.231,0.0,0.0,0.0,0,0,0.000745,2
CUST000905,1562.57,75.07,-1.945,2.333,54.38,11.333,0.0046,0.0,0.0833,0.0,0,1,0.000164,39
CUST000906,9230.0,77.737,2.22,5.667,36.09,11.0,0.0,0.0,0.0,0.0,0,1,0.000969,51
CUST000907,0.0,61.673,-9.14,4.333,10.35,12.333,0.1513,-0.15,0.0,0.0,1,0,0.0,15
CUST000908,1204.75,73.147,2.185,0.667,49.793,8.333,0.1394,0.0,0.0,0.0833,0,0,0.000127,28
CUST000909,7608.89,93.247,5.805,4.0,72.793,18.0,0.209,0.0,0.0,0.0,0,0,0.000799,32
CUST000910,372.16,73.677,-2.695,1.0,32.553,17.0,0.2241,0.0,0.0,0.0833,0,1,3.9e-05,24
CUST000911,327.6,63.823,4.4,0.333,29.853,11.333,0.2023,0.2,0.0,0.0,0,0,3.4e-05,20
CUST000912,348.98,75.813,11.995,1.667,48.763,14.333,0.1618,0.0,0.0,0.0833,0,1,3.7e-05,15
CUST000913,6613.5,81.097,6.84,5.333,42.81,6.0,0.0361,0.0,0.0,0.1667,0,1,0.000694,36
CUST000914,535.14,62.263,-0.99,0.667,17.77,7.667,0.1626,0.0,0.0,0.0833,0,0,5.6e-05,19
CUST000915,327.6,77.643,-0.69,1.333,53.853,11.0,0.0275,0.0,0.0,0.0,0,1,3.4e-05,27
CUST000916,4766.86,76.37,-0.52,6.667,43.233,10.667,0.2763,0.0,0.0833,0.0833,0,0,0.000501,19
CUST000917,0.0,56.557,-2.365,3.667,2.87,18.0,0.3046,-0.0851,0.0,0.0,1,0,0.0,53
CUST000918,2459.92,94.927,2.35,0.0,83.71,10.333,0.0855,0.0,0.0,0.0,0,0,0.000258,35
CUST000919,3263.0,87.05,-9.135,2.0,76.523,11.333,0.2565,0.0,0.0,0.0,0,0,0.000343,5
CUST000920,2051.72,85.313,7.005,2.333,64.597,4.667,0.0,0.0,0.0,0.0,0,0,0.000215,28
CUST000921,0.0,47.54,-3.305,3.333,-16.223,15.0,0.1162,-0.0417,0.0,0.0,1,0,0.0,24
CUST000922,0.0,47.1,-11.84,1.667,-17.287,22.667,0.2986,-0.1429,0.0,0.0,1,0,0.0,43
CUST000923,2760.0,80.535,11.95,2.0,59.075,6.5,0.2027,0.0,0.0,0.0,0,0,0.00029,2
CUST000924,2665.48,71.247,-10.77,1.667,29.733,11.0,0.2471,0.0,0.0833,0.0,0,0,0.00028,34
CUST000925,0.0,59.36,2.995,2.667,-2.143,6.667,0.3064,0.0595,0.0,0.0,1,0,0.0,52
CUST000926,553.4,82.817,9.38,0.667,56.32,9.333,0.129,0.0,0.1667,0.0,0,1,5.8e-05,50
CUST000927,368.34,87.327,-2.19,0.0,62.617,8.667,0.1432,0.0,0.0,0.0,0,1,3.9e-05,49
CUST000928,266.0,69.225,-11.01,0.5,53.05,12.5,0.0999,0.0,0.0,0.0,0,0,2.8e-05,2
CUST000929,1759.33,87.793,-4.515,1.0,63.68,16.667,0.0553,0.0,0.0833,0.0,0,1,0.000185,56
CUST000930,0.0,78.24,-4.145,1.333,48.857,18.333,0.2167,0.0,0.0,0.0,1,0,0.0,37
CUST000931,3363.17,88.487,8.395,2.0,70.937,9.667,0.0333,0.0,0.0,0.0,0,1,0.000353,54
CUST000932,8128.65,84.57,10.215,4.667,65.92,14.333,0.2247,0.0,0.0,0.0,0,1,0.000854,36
CUST000933,422.8,77.807,9.335,1.0,43.533,14.0,0.1484,0.0,0.0,0.0,0,0,4.4e-05,26
CUST000934,462.5,73.73,-5.035,1.333,55.38,19.667,0.1248,0.0,0.0,0.0,0,1,4.9e-05,36
CUST000935,1304.64,94.527,2.455,0.333,68.4,8.667,0.2204,0.0303,0.0833,0.0,0,1,0.000137,52
CUST000936,7643.4,100.0,-0.0,2.0,86.18,3.667,0.2185,0.0,0.0,0.0,0,0,0.000803,29
CUST000937,312.18,80.473,-1.065,0.333,43.377,11.667,0.1439,0.0,0.0833,0.0,0,0,3.3e-05,35
CUST000938,578.81,65.35,6.75,3.0,29.05,13.333,0.0704,0.0,0.0,0.0,0,1,6.1e-05,45
CUST000939,935.82,85.043,2.68,0.333,66.67,12.0,0.0417,0.0,0.0,0.0,0,1,9.8e-05,38
CUST000940,615.48,75.62,-0.585,0.333,52.75,11.0,0.1278,0.0,0.0909,0.0,0,0,6.5e-05,11
CUST000941,632.5,52.007,1.3,2.667,-15.597,19.667,0.3035,0.0,0.0,0.0,0,0,6.6e-05,3
CUST000942,6581.33,71.453,12.305,4.667,36.103,18.667,0.2586,0.0,0.0,0.0,0,0,0.000691,29
CUST000943,6589.94,83.757,11.595,3.667,56.513,4.0,0.195,0.0,0.0,0.0,0,1,0.000692,48
CUST000944,1331.06,78.153,-2.085,1.667,39.33,14.333,0.0717,0.0,0.1667,0.0,0,0,0.00014,14
CUST000945,564.37,84.987,5.635,0.0,71.623,7.667,0.1234,0.0,0.0833,0.0833,0,1,5.9e-05,40
CUST000946,1029.91,63.21,2.875,3.0,19.003,14.667,0.394,0.0,0.0833,0.0,0,0,0.000108,20
CUST000947,902.5,85.143,5.6,0.333,44.13,11.333,0.0764,0.0,0.0,0.0,0,1,9.5e-05,6
CUST000948,819.62,67.507,0.81,2.0,28.927,14.667,0.2591,0.0,0.0,0.0,0,0,8.6e-05,5
CUST000949,3099.55,93.443,0.0,0.0,75.363,9.667,0.173,0.0,0.0833,0.0,0,1,0.000325,42
CUST000950,1030.75,83.907,-3.66,0.333,58.117,8.333,0.0,0.0,0.0,0.0,0,1,0.000108,24
CUST000951,1243.23,97.197,1.935,0.667,89.123,11.667,0.158,0.0,0.0833,0.0,0,1,0.000131,56
CUST000952,674.84,71.707,6.395,1.667,39.373,15.667,0.0218,0.0,0.0833,0.0,0,1,7.1e-05,41
CUST000953,1131.32,19.497,2.045,4.0,-62.267,5.0,0.2872,0.0,0.0,0.0,0,1,0.000119,41
CUST000954,0.0,75.71,-1.4,3.0,52.34,7.0,0.1887,0.0,0.0,0.0,1,0,0.0,28
CUST000955,470.4,75.247,-0.375,1.333,46.863,11.667,0.0492,0.0,0.0,0.0,0,1,4.9e-05,15
CUST000956,862.98,93.43,0.76,0.0,72.14,8.333,0.0157,0.0,0.0,0.0,0,1,9.1e-05,46
CUST000957,1253.3,77.32,5.455,0.667,32.057,21.667,0.2792,0.0,0.0,0.0,0,0,0.000132,11
CUST000958,2664.38,73.747,4.625,2.667,30.34,11.333,0.1012,0.0,0.0,0.0,0,0,0.00028,5
CUST000959,332.11,92.523,7.22,0.667,66.757,17.333,0.0,0.0,0.0,0.0,0,0,3.5e-05,32
CUST000960,435.57,33.69,-4.7,1.667,-43.17,15.667,0.3008,-0.125,0.0,0.0833,0,1,4.6e-05,38
CUST000961,0.0,72.043,-0.92,0.333,37.213,5.667,0.1523,0.0,0.0,0.0,1,0,0.0,50
CUST000962,2767.17,93.113,2.015,1.667,79.027,5.0,0.2155,0.0,0.0833,0.0,0,0,0.000291,17
CUST000963,2837.71,49.14,1.54,3.667,-9.743,22.667,0.2443,0.1765,0.0833,0.0,0,0,0.000298,26
CUST000964,1314.5,79.693,5.705,1.0,34.103,16.333,0.0422,0.0,0.0,0.0,0,1,0.000138,46
CUST000965,2250.0,74.503,-1.875,2.333,36.827,9.667,0.2474,0.0,0.0,0.0,0,0,0.000236,3
CUST000966,0.0,65.473,7.595,3.667,15.577,21.0,0.3953,0.0625,0.0,0.0,1,0,0.0,43
CUST000967,2175.0,69.447,-3.305,2.667,24.397,18.667,0.267,0.0,0.0,0.0,0,0,0.000228,5
CUST000968,1081.67,74.54,3.37,1.0,42.12,13.0,0.0219,0.0,0.0833,0.0,0,1,0.000114,36
CUST000969,250.0,68.04,1.645,1.667,30.143,12.333,0.1789,0.0,0.0,0.0,0,1,2.6e-05,53
CUST000970,280.0,81.827,4.48,1.0,57.26,6.333,0.1613,0.0,0.0,0.0,0,0,2.9e-05,34
CUST000971,1058.83,80.09,-9.58,0.667,55.417,10.333,0.1002,0.0,0.0833,0.0,0,1,0.000111,38
CUST000972,0.0,58.123,-9.27,1.0,9.73,18.0,0.1543,0.0,0.0,0.0,1,0,0.0,12
CUST000973,0.0,77.483,0.45,0.667,39.947,8.0,0.2176,0.0,0.0,0.0,1,0,0.0,35
CUST000974,0.0,79.037,-6.565,1.333,40.027,12.333,0.0096,0.0,0.0,0.0,1,0,0.0,53
CUST000975,2575.99,55.837,1.94,4.0,2.75,23.667,0.2285,0.0189,0.0,0.0,0,1,0.00027,37
CUST000976,327.6,55.917,-5.79,2.667,3.547,17.333,0.2533,0.0,0.0,0.0,0,0,3.4e-05,4
CUST000977,0.0,79.077,-4.39,1.667,57.197,9.333,0.1828,0.0,0.0,0.0,1,0,0.0,43
CUST000978,899.18,71.65,-6.235,1.667,28.853,20.0,0.145,0.0,0.0,0.0,0,1,9.4e-05,52
CUST000979,0.0,84.697,0.65,1.333,50.553,15.667,0.1198,0.0,0.0,0.0,1,0,0.0,52
CUST000980,374.22,81.543,-0.39,0.667,51.253,16.0,0.0466,-0.125,0.0,0.0833,0,0,3.9e-05,29
CUST000981,2995.69,85.053,-5.295,1.333,65.687,15.0,0.1161,0.0,0.0833,0.0,0,1,0.000315,52
CUST000982,0.0,33.897,-2.325,3.333,-31.193,7.0,0.3631,-0.098,0.0,0.0,1,0,0.0,39
CUST000983,1192.25,65.613,4.38,2.0,16.947,21.667,0.2818,0.04,0.0,0.0,0,1,0.000125,6
CUST000984,0.0,94.073,2.035,1.333,86.193,5.333,0.0744,0.0,0.0,0.0,1,0,0.0,48
CUST000985,914.38,78.863,-1.295,1.0,47.677,16.667,0.1956,0.0,0.0,0.0,0,0,9.6e-05,8
CUST000986,1474.87,94.917,3.875,1.0,77.8,13.333,0.0239,0.0,0.0,0.0,0,0,0.000155,28
CUST000987,0.0,49.21,2.6,2.5,-8.725,14.0,0.2402,-0.125,0.0,0.0,1,0,0.0,16
CUST000988,2875.95,60.0,12.12,3.5,4.865,12.5,0.1138,0.013,0.0,0.0,0,0,0.000302,2
CUST000989,990.38,95.73,1.355,0.0,76.9,8.333,0.0,0.0,0.0,0.0,0,1,0.000104,45
CUST000990,8385.37,94.99,4.005,3.667,78.57,12.333,0.2316,0.0,0.0,0.0,0,0,0.00088,22
CUST000991,0.0,74.417,-0.14,1.333,40.78,14.333,0.2603,0.0,0.0,0.0,1,0,0.0,52
CUST000992,1290.98,84.517,-9.035,0.667,62.277,16.667,0.1952,0.0,0.0,0.0,0,1,0.000136,46
CUST000993,751.6,52.207,4.395,2.0,-20.603,26.667,0.1836,0.1429,0.0,0.0833,0,0,7.9e-05,22
CUST000994,363.12,74.513,-2.955,2.333,35.22,20.333,0.1851,0.1667,0.0833,0.0,0,1,3.8e-05,50
CUST000995,367.13,60.963,17.605,2.333,8.617,20.667,0.2539,0.1429,0.0833,0.0,0,0,3.9e-05,25
CUST000996,8577.97,96.457,-3.265,3.333,92.997,10.667,0.0717,0.0,0.0,0.0,0,1,0.000901,40
CUST000997,2663.77,62.947,8.365,4.333,8.813,16.667,0.1352,0.0,0.0,0.0,0,1,0.00028,50
CUST000998,202.6,5.0,0.0,5.0,-99.6,29.0,0.4026,0.0,0.0,0.25,0,1,2.1e-05,42
CUST000999,1849.27,91.847,3.71,0.333,79.167,10.333,0.2266,0.0,0.1667,0.0833,0,0,0.000194,28
CUST001000,0.0,68.497,8.135,1.333,14.19,13.0,0.2305,0.0,0.0,0.0,1,0,0.0,41
CUST001001,875.95,70.383,4.105,1.0,33.937,12.0,0.1803,0.0,0.0,0.0,0,1,9.2e-05,41
CUST001002,292.39,67.613,0.57,1.333,24.03,20.667,0.196,0.0,0.0,0.0,0,1,3.1e-05,55
CUST001003,819.62,92.94,2.575,0.0,77.963,10.333,0.1206,0.0,0.0,0.0,0,0,8.6e-05,8
CUST001004,547.5,48.193,5.26,2.333,-11.25,16.667,0.1162,0.0909,0.0,0.0,0,0,5.7e-05,31
CUST001005,3042.0,75.46,3.13,2.0,40.803,5.333,0.1721,0.0,0.0,0.0,0,1,0.000319,21
CUST001006,0.0,54.777,-0.23,3.0,11.913,12.333,0.2112,0.0,0.0,0.0,1,0,0.0,29
CUST001007,7148.49,97.303,2.035,2.0,87.12,7.0,0.17,0.0,0.0,0.0,0,0,0.000751,29
CUST001008,2163.38,73.05,3.285,1.0,47.303,14.667,0.2504,0.0,0.0,0.0833,0,0,0.000227,23
CUST001009,1168.35,80.193,3.0,1.0,52.367,9.667,0.2027,0.037,0.1667,0.0,0,1,0.000123,48
CUST001010,1158.85,88.2,-4.51,1.667,66.143,14.333,0.3009,0.0,0.1667,0.0,0,1,0.000122,52
