customer_id,segment,region,industry,acquisition_channel,account_manager_id,current_mrr,concentration_weight,renewal_due_flag,churn_risk_score,churn_risk_tier,churn_risk_main_driver,revenue_quality_score,revenue_quality_risk_tier,revenue_quality_main_driver,discount_dependency_score,discount_dependency_tier,discount_dependency_main_driver,expansion_quality_score,expansion_quality_risk_tier,expansion_quality_main_driver,governance_priority_score,governance_priority_tier,governance_main_driver,recommended_action,recommended_action_reason
CUST001152,Mid-Market,EMEA,Logistics,paid_media,AM0014,0.0,0.0,0,39.711,Moderate,Payment stress,16.734,Critical,Weak realized pricing,78.568,Critical,High discount level,41.825714285714284,High,No recent expansion signal,45.298,Moderate,Revenue quality weakness,review account manager behavior,"Moderate priority driven by Revenue quality weakness; churn=39.7, quality=16.7, discount=78.6"
CUST002617,Mid-Market,EMEA,Media,paid_media,AM0003,2622.89,0.000275,0,14.335,Low,Discount pressure,44.847,High,Weak realized pricing,84.207,Critical,High discount level,31.964,High,Low healthy expansion mix,45.29,Moderate,Discount dependency,review discount policy,"Moderate priority driven by Discount dependency; churn=14.3, quality=44.8, discount=84.2"
CUST002964,SMB,North America,SaaS,outbound_sdr,AM0011,775.1,8.1e-05,0,29.107,Low,Payment stress,33.726,High,Weak realized pricing,61.166,High,Persistent discounting,46.42433333333334,Moderate,No recent expansion signal,45.271,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=29.1, quality=33.7, discount=61.2"
CUST000982,Mid-Market,APAC,Retail,outbound_sdr,AM0024,0.0,0.0,0,42.081,Moderate,Usage deterioration,19.617,Critical,Weak realized pricing,78.896,Critical,High discount level,45.0,High,No recent expansion signal,45.269,Moderate,Revenue quality weakness,review discount policy,"Moderate priority driven by Revenue quality weakness; churn=42.1, quality=19.6, discount=78.9"
CUST001200,Mid-Market,EMEA,FinTech,paid_media,AM0026,2377.5,0.00025,1,24.207,Low,Usage deterioration,45.34,Moderate,Weak realized pricing,61.867,High,Persistent discounting,55.0,Moderate,No recent expansion signal,45.191,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=24.2, quality=45.3, discount=61.9"
CUST001871,Enterprise,EMEA,Media,partner_referral,AM0001,8183.11,0.000859,0,18.869,Low,Payment stress,37.313,High,Weak realized pricing,63.232,High,High discount level,49.241,Moderate,No recent expansion signal,45.188,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=18.9, quality=37.3, discount=63.2"
CUST001723,Mid-Market,APAC,Logistics,partner_referral,AM0005,2185.55,0.000229,1,25.317,Low,Payment stress,45.712,Moderate,Weak realized pricing,59.903,High,Persistent discounting,55.0,Moderate,No recent expansion signal,45.16,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=25.3, quality=45.7, discount=59.9"
CUST003160,Mid-Market,North America,Healthcare,paid_media,AM0019,4920.5,0.000517,0,17.376,Low,Discount pressure,33.034,High,Weak realized pricing,66.174,High,High discount level,47.855,Moderate,No recent expansion signal,45.134,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=17.4, quality=33.0, discount=66.2"
CUST003654,SMB,EMEA,Manufacturing,paid_media,AM0015,889.07,9.3e-05,1,26.587,Low,Payment stress,41.637,High,Weak realized pricing,58.956,High,Persistent discounting,50.260999999999996,Moderate,No recent expansion signal,45.119,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=26.6, quality=41.6, discount=59.0"
CUST003431,SMB,North America,Media,paid_media,AM0032,0.0,0.0,0,47.469,Moderate,Usage deterioration,21.989,Critical,Weak realized pricing,69.152,High,High discount level,45.0,High,No recent expansion signal,45.105,Moderate,Churn risk pressure,monitor only,"Moderate priority driven by Churn risk pressure; churn=47.5, quality=22.0, discount=69.2"
CUST002778,SMB,North America,Manufacturing,paid_media,AM0035,561.44,5.9e-05,0,24.924,Low,Payment stress,32.478,High,Weak realized pricing,71.227,High,High discount level,47.4652380952381,Moderate,No recent expansion signal,45.092,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=24.9, quality=32.5, discount=71.2"
CUST004001,SMB,North America,FinTech,paid_media,AM0004,950.0,0.0001,1,25.637,Low,Discount pressure,42.674,High,Weak realized pricing,62.184,High,High discount level,52.46666666666667,Moderate,No recent expansion signal,45.072,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=25.6, quality=42.7, discount=62.2"
CUST002879,SMB,EMEA,SaaS,paid_media,AM0023,292.5,3.1e-05,0,26.288,Low,Discount pressure,33.511,High,Weak realized pricing,77.31,Critical,High discount level,50.10766666666667,Moderate,No recent expansion signal,45.051,Moderate,Revenue quality weakness,review discount policy,"Moderate priority driven by Revenue quality weakness; churn=26.3, quality=33.5, discount=77.3"
CUST004143,SMB,North America,Education,paid_media,AM0031,887.52,9.3e-05,1,23.952,Low,Payment stress,40.908,High,Weak realized pricing,64.738,High,High discount level,54.806666666666665,Moderate,No recent expansion signal,45.047,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=24.0, quality=40.9, discount=64.7"
CUST003962,SMB,APAC,Logistics,partner_referral,AM0024,365.24,3.8e-05,1,29.858,Low,Payment stress,41.883,High,Weak realized pricing,58.666,High,Persistent discounting,50.94233333333333,Moderate,No recent expansion signal,45.026,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=29.9, quality=41.9, discount=58.7"
CUST003457,SMB,North America,SaaS,paid_media,AM0034,492.84,5.2e-05,0,31.383,Moderate,Usage deterioration,35.757,High,Weak realized pricing,59.195,High,Persistent discounting,43.45280952380952,High,No recent expansion signal,44.976,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=31.4, quality=35.8, discount=59.2"
CUST001997,Enterprise,North America,Education,partner_referral,AM0019,26165.33,0.002747,0,20.913,Low,Payment stress,48.145,Moderate,Weak realized pricing,58.546,High,Persistent discounting,55.0,Moderate,No recent expansion signal,44.956,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=20.9, quality=48.1, discount=58.5"
CUST002507,SMB,North America,Education,outbound_sdr,AM0028,709.19,7.4e-05,1,23.945,Low,Payment stress,38.12,High,Weak realized pricing,58.444,High,Persistent discounting,47.85666666666666,Moderate,No recent expansion signal,44.946,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=23.9, quality=38.1, discount=58.4"
CUST000584,SMB,EMEA,Healthcare,paid_media,AM0017,420.69,4.4e-05,1,27.958,Low,Payment stress,41.043,High,Weak realized pricing,61.715,High,Persistent discounting,52.62,Moderate,No recent expansion signal,44.923,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=28.0, quality=41.0, discount=61.7"
CUST002370,SMB,EMEA,Media,paid_media,AM0001,357.91,3.8e-05,1,27.299,Low,Usage deterioration,41.652,High,Weak realized pricing,67.908,High,High discount level,55.0,Moderate,No recent expansion signal,44.909,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=27.3, quality=41.7, discount=67.9"
CUST000222,Mid-Market,APAC,Manufacturing,partner_referral,AM0033,1721.36,0.000181,1,24.316,Low,Payment stress,43.854,High,Weak realized pricing,57.795,High,Persistent discounting,51.349,Moderate,No recent expansion signal,44.906,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=24.3, quality=43.9, discount=57.8"
CUST002632,Mid-Market,APAC,FinTech,enterprise_sales,AM0006,1555.62,0.000163,1,23.978,Low,Payment stress,43.406,High,Weak realized pricing,59.088,High,Persistent discounting,51.885666666666665,Moderate,No recent expansion signal,44.895,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=24.0, quality=43.4, discount=59.1"
CUST003066,SMB,EMEA,Media,paid_media,AM0014,271.11,2.8e-05,0,18.601,Low,Payment stress,37.097,High,Weak realized pricing,83.064,Critical,High discount level,28.989,High,Low healthy expansion mix,44.811,Moderate,Discount dependency,review account manager behavior,"Moderate priority driven by Discount dependency; churn=18.6, quality=37.1, discount=83.1"
CUST003775,Mid-Market,North America,Logistics,paid_media,AM0010,2345.62,0.000246,1,18.992,Low,Discount pressure,41.958,High,Weak realized pricing,66.656,High,High discount level,55.0,Moderate,No recent expansion signal,44.806,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=19.0, quality=42.0, discount=66.7"
CUST000835,SMB,EMEA,Retail,partner_referral,AM0009,289.38,3e-05,0,17.83,Low,Payment stress,37.768,High,Weak realized pricing,83.642,Critical,High discount level,27.519,High,Low healthy expansion mix,44.771,Moderate,Discount dependency,review discount policy,"Moderate priority driven by Discount dependency; churn=17.8, quality=37.8, discount=83.6"
CUST004053,Mid-Market,North America,Manufacturing,paid_media,AM0011,1214.89,0.000128,1,18.808,Low,Discount pressure,53.025,Moderate,Weak realized pricing,72.038,High,Persistent discounting,35.388,High,Low healthy expansion mix,44.71,Moderate,Discount dependency,monitor only,"Moderate priority driven by Discount dependency; churn=18.8, quality=53.0, discount=72.0"
CUST003024,SMB,North America,Healthcare,paid_media,AM0037,250.0,2.6e-05,0,21.734,Low,Payment stress,28.889,High,Weak realized pricing,80.072,Critical,High discount level,49.45666666666666,Moderate,No recent expansion signal,44.68,Moderate,Revenue quality weakness,review discount policy,"Moderate priority driven by Revenue quality weakness; churn=21.7, quality=28.9, discount=80.1"
CUST001351,Mid-Market,North America,Healthcare,partner_referral,AM0029,1583.64,0.000166,0,15.94,Low,Payment stress,44.251,High,Weak realized pricing,81.491,Critical,High discount level,32.65,High,Low healthy expansion mix,44.654,Moderate,Discount dependency,review account manager behavior,"Moderate priority driven by Discount dependency; churn=15.9, quality=44.3, discount=81.5"
CUST000263,Enterprise,North America,Media,enterprise_sales,AM0012,5020.83,0.000527,0,16.76,Low,Discount pressure,49.99,Moderate,Weak realized pricing,75.089,Critical,Persistent discounting,33.957,High,Low healthy expansion mix,44.646,Moderate,Exposure concentration,review discount policy,"Moderate priority driven by Exposure concentration; churn=16.8, quality=50.0, discount=75.1"
CUST002404,SMB,EMEA,Healthcare,partner_referral,AM0038,977.17,0.000103,0,19.51,Low,Payment stress,43.834,High,Weak realized pricing,75.738,Critical,Persistent discounting,29.279,High,Low healthy expansion mix,44.623,Moderate,Discount dependency,review discount policy,"Moderate priority driven by Discount dependency; churn=19.5, quality=43.8, discount=75.7"
CUST003597,SMB,North America,Healthcare,paid_media,AM0031,0.0,0.0,0,39.534,Moderate,Payment stress,18.662,Critical,Weak realized pricing,80.0,Critical,High discount level,46.723333333333336,Moderate,No recent expansion signal,44.619,Moderate,Revenue quality weakness,review discount policy,"Moderate priority driven by Revenue quality weakness; churn=39.5, quality=18.7, discount=80.0"
CUST001758,Enterprise,EMEA,Healthcare,enterprise_sales,AM0001,3146.37,0.00033,1,23.399,Low,Payment stress,44.544,High,Weak realized pricing,51.855,Moderate,Persistent discounting,50.00233333333333,Moderate,No recent expansion signal,44.6,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=23.4, quality=44.5, discount=51.9"
CUST004126,Mid-Market,LATAM,Healthcare,paid_media,AM0034,1226.44,0.000129,0,14.342,Low,Discount pressure,45.671,Moderate,Weak realized pricing,84.625,Critical,High discount level,26.547,High,Low healthy expansion mix,44.582,Moderate,Discount dependency,review discount policy,"Moderate priority driven by Discount dependency; churn=14.3, quality=45.7, discount=84.6"
CUST003570,SMB,LATAM,FinTech,paid_media,AM0032,518.0,5.4e-05,0,22.396,Low,Payment stress,29.882,High,Weak realized pricing,70.802,High,High discount level,47.495666666666665,Moderate,No recent expansion signal,44.566,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=22.4, quality=29.9, discount=70.8"
CUST000001,Enterprise,LATAM,Manufacturing,partner_referral,AM0028,7715.83,0.00081,0,15.784,Low,Payment stress,50.448,Moderate,Weak realized pricing,72.737,High,Persistent discounting,35.133,High,Low healthy expansion mix,44.561,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=15.8, quality=50.4, discount=72.7"
CUST001289,Mid-Market,North America,Manufacturing,enterprise_sales,AM0029,2664.38,0.00028,1,20.243,Low,Payment stress,43.732,High,Weak realized pricing,60.945,High,Persistent discounting,52.619,Moderate,No recent expansion signal,44.558,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=20.2, quality=43.7, discount=60.9"
CUST000421,Mid-Market,EMEA,SaaS,paid_media,AM0030,2664.38,0.00028,0,20.361,Low,Usage deterioration,36.787,High,Weak realized pricing,68.611,High,High discount level,50.06666666666667,Moderate,No recent expansion signal,44.545,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=20.4, quality=36.8, discount=68.6"
CUST003081,SMB,EMEA,Retail,paid_media,AM0014,930.0,9.8e-05,0,22.982,Low,Payment stress,35.975,High,Weak realized pricing,74.514,High,High discount level,52.800000000000004,Moderate,No recent expansion signal,44.539,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=23.0, quality=36.0, discount=74.5"
CUST003188,SMB,APAC,SaaS,paid_media,AM0024,335.0,3.5e-05,1,20.78,Low,Discount pressure,37.43,High,Weak realized pricing,72.956,High,High discount level,52.827666666666666,Moderate,No recent expansion signal,44.517,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=20.8, quality=37.4, discount=73.0"
CUST000774,Mid-Market,APAC,SaaS,paid_media,AM0013,0.0,0.0,0,31.153,Moderate,Payment stress,25.0,Critical,Weak realized pricing,91.848,Critical,High discount level,27.35,High,Low healthy expansion mix,44.511,Moderate,Discount dependency,review discount policy,"Moderate priority driven by Discount dependency; churn=31.2, quality=25.0, discount=91.8"
CUST001054,SMB,North America,Retail,paid_media,AM0029,809.25,8.5e-05,1,21.697,Low,Payment stress,40.527,High,Weak realized pricing,66.199,High,High discount level,54.00233333333333,Moderate,No recent expansion signal,44.504,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=21.7, quality=40.5, discount=66.2"
CUST002641,Mid-Market,EMEA,Retail,enterprise_sales,AM0014,1071.12,0.000112,1,28.186,Low,Usage deterioration,47.169,Moderate,Weak realized pricing,58.127,High,Persistent discounting,54.05433333333333,Moderate,No recent expansion signal,44.49,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=28.2, quality=47.2, discount=58.1"
CUST000179,SMB,LATAM,Manufacturing,paid_media,AM0001,902.5,9.5e-05,0,21.585,Low,Payment stress,31.283,High,Weak realized pricing,68.942,High,High discount level,48.54666666666667,Moderate,No recent expansion signal,44.482,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=21.6, quality=31.3, discount=68.9"
CUST002512,Mid-Market,North America,Healthcare,enterprise_sales,AM0010,0.0,0.0,0,28.62,Low,Discount pressure,25.0,Critical,Weak realized pricing,95.0,Critical,High discount level,24.6,Critical,Low healthy expansion mix,44.448,Moderate,Discount dependency,review discount policy,"Moderate priority driven by Discount dependency; churn=28.6, quality=25.0, discount=95.0"
CUST003774,Mid-Market,EMEA,FinTech,outbound_sdr,AM0026,2381.9,0.00025,1,21.766,Low,Payment stress,44.458,High,Weak realized pricing,57.749,High,Persistent discounting,51.241,Moderate,No recent expansion signal,44.401,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=21.8, quality=44.5, discount=57.7"
CUST001335,SMB,EMEA,Logistics,paid_media,AM0009,1518.42,0.000159,0,19.35,Low,Payment stress,41.88,High,Weak realized pricing,68.747,High,High discount level,30.689,High,Low healthy expansion mix,44.392,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=19.4, quality=41.9, discount=68.7"
CUST002043,SMB,North America,Logistics,partner_referral,AM0004,0.0,0.0,0,43.918,Moderate,Usage deterioration,21.354,Critical,Weak realized pricing,71.2,High,High discount level,45.0,High,No recent expansion signal,44.39,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=43.9, quality=21.4, discount=71.2"
CUST003660,SMB,APAC,SaaS,self_serve,AM0040,1171.06,0.000123,1,22.891,Low,Usage deterioration,49.557,Moderate,Weak realized pricing,52.69,Moderate,High discount level,26.585,High,Low healthy expansion mix,44.386,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=22.9, quality=49.6, discount=52.7"
CUST002290,Mid-Market,EMEA,Manufacturing,paid_media,AM0023,2750.59,0.000289,1,28.353,Low,Payment stress,46.969,Moderate,Weak realized pricing,44.607,Moderate,Persistent discounting,51.65671428571428,Moderate,No recent expansion signal,44.37,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=28.4, quality=47.0, discount=44.6"
CUST002695,SMB,LATAM,Healthcare,paid_media,AM0034,375.2,3.9e-05,1,26.313,Low,Payment stress,38.897,High,Weak realized pricing,57.0,High,Persistent discounting,49.44,Moderate,No recent expansion signal,44.35,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=26.3, quality=38.9, discount=57.0"
CUST003925,SMB,LATAM,Media,paid_media,AM0021,1178.79,0.000124,0,18.938,Low,Discount pressure,44.712,High,Weak realized pricing,77.076,Critical,Persistent discounting,33.608,High,Low healthy expansion mix,44.328,Moderate,Discount dependency,review discount policy,"Moderate priority driven by Discount dependency; churn=18.9, quality=44.7, discount=77.1"
CUST002726,SMB,North America,FinTech,paid_media,AM0034,0.0,0.0,0,44.112,Moderate,Payment stress,21.241,Critical,Weak realized pricing,70.176,High,High discount level,45.05233333333333,Moderate,No recent expansion signal,44.314,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=44.1, quality=21.2, discount=70.2"
CUST002235,SMB,LATAM,Logistics,outbound_sdr,AM0007,0.0,0.0,0,29.83,Low,Discount pressure,25.0,Critical,Weak realized pricing,93.192,Critical,High discount level,27.191,High,Low healthy expansion mix,44.305,Moderate,Discount dependency,review discount policy,"Moderate priority driven by Discount dependency; churn=29.8, quality=25.0, discount=93.2"
CUST001931,Mid-Market,APAC,SaaS,paid_media,AM0002,906.12,9.5e-05,0,16.243,Low,Discount pressure,42.244,High,Weak realized pricing,81.172,Critical,High discount level,31.998,High,Low healthy expansion mix,44.295,Moderate,Discount dependency,review discount policy,"Moderate priority driven by Discount dependency; churn=16.2, quality=42.2, discount=81.2"
CUST002487,Mid-Market,APAC,FinTech,paid_media,AM0033,1156.11,0.000121,1,19.306,Low,Discount pressure,41.339,High,Weak realized pricing,67.817,High,High discount level,55.0,Moderate,No recent expansion signal,44.291,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=19.3, quality=41.3, discount=67.8"
CUST000843,Mid-Market,North America,Logistics,outbound_sdr,AM0031,2684.2,0.000282,0,15.036,Low,Payment stress,47.071,Moderate,Weak realized pricing,77.604,Critical,High discount level,31.022,High,Low healthy expansion mix,44.255,Moderate,Discount dependency,review discount policy,"Moderate priority driven by Discount dependency; churn=15.0, quality=47.1, discount=77.6"
CUST002004,SMB,APAC,FinTech,paid_media,AM0002,971.1,0.000102,0,18.377,Low,Payment stress,33.804,High,Weak realized pricing,77.959,Critical,High discount level,50.659,Moderate,No recent expansion signal,44.251,Moderate,Revenue quality weakness,review discount policy,"Moderate priority driven by Revenue quality weakness; churn=18.4, quality=33.8, discount=78.0"
CUST004334,SMB,North America,SaaS,outbound_sdr,AM0004,865.27,9.1e-05,0,27.692,Low,Payment stress,35.737,High,Weak realized pricing,59.094,High,Persistent discounting,47.13333333333333,Moderate,No recent expansion signal,44.237,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=27.7, quality=35.7, discount=59.1"
CUST001190,Enterprise,APAC,Retail,enterprise_sales,AM0013,7724.49,0.000811,0,12.65,Low,Discount pressure,50.897,Moderate,Weak realized pricing,74.807,High,Persistent discounting,31.204,High,Low healthy expansion mix,44.183,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=12.6, quality=50.9, discount=74.8"
CUST002739,Mid-Market,EMEA,Manufacturing,outbound_sdr,AM0018,2203.12,0.000231,1,34.492,Moderate,Usage deterioration,40.9,High,Weak realized pricing,16.721,Low,High discount level,45.06,Moderate,No recent expansion signal,44.181,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=34.5, quality=40.9, discount=16.7"
CUST000682,Enterprise,EMEA,Manufacturing,enterprise_sales,AM0003,3410.96,0.000358,0,11.844,Low,Discount pressure,47.788,Moderate,Weak realized pricing,81.216,Critical,High discount level,29.544,High,Low healthy expansion mix,44.18,Moderate,Discount dependency,review discount policy,"Moderate priority driven by Discount dependency; churn=11.8, quality=47.8, discount=81.2"
CUST003938,SMB,EMEA,SaaS,outbound_sdr,AM0025,798.88,8.4e-05,0,29.354,Low,Payment stress,37.998,High,Weak realized pricing,59.966,High,Persistent discounting,49.13,Moderate,No recent expansion signal,44.175,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=29.4, quality=38.0, discount=60.0"
CUST002542,SMB,North America,Healthcare,paid_media,AM0011,0.0,0.0,0,41.142,Moderate,Usage deterioration,21.115,Critical,Weak realized pricing,75.344,Critical,High discount level,45.0,High,No recent expansion signal,44.166,Moderate,Revenue quality weakness,review discount policy,"Moderate priority driven by Revenue quality weakness; churn=41.1, quality=21.1, discount=75.3"
CUST003582,Enterprise,APAC,SaaS,enterprise_sales,AM0002,3209.54,0.000337,0,13.204,Low,Discount pressure,46.888,Moderate,Weak realized pricing,80.208,Critical,High discount level,33.536,High,Low healthy expansion mix,44.127,Moderate,Discount dependency,review discount policy,"Moderate priority driven by Discount dependency; churn=13.2, quality=46.9, discount=80.2"
CUST000465,SMB,North America,Media,self_serve,AM0011,314.06,3.3e-05,0,22.362,Low,Payment stress,28.437,High,Weak realized pricing,69.519,High,High discount level,45.651,Moderate,No recent expansion signal,44.086,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=22.4, quality=28.4, discount=69.5"
CUST004120,Mid-Market,North America,FinTech,paid_media,AM0007,2193.75,0.00023,0,17.858,Low,Payment stress,36.398,High,Weak realized pricing,73.579,High,High discount level,51.757666666666665,Moderate,No recent expansion signal,44.084,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=17.9, quality=36.4, discount=73.6"
CUST004470,SMB,North America,Manufacturing,paid_media,AM0010,1163.12,0.000122,1,20.27,Low,Discount pressure,42.025,High,Weak realized pricing,65.53,High,High discount level,55.0,Moderate,No recent expansion signal,44.012,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=20.3, quality=42.0, discount=65.5"
CUST001496,SMB,North America,Healthcare,content_marketing,AM0028,289.95,3e-05,1,44.949,Moderate,Usage deterioration,42.213,High,Weak realized pricing,14.418,Low,High discount level,45.0,High,No recent expansion signal,43.997,Moderate,Churn risk pressure,monitor only,"Moderate priority driven by Churn risk pressure; churn=44.9, quality=42.2, discount=14.4"
CUST004101,SMB,APAC,Manufacturing,outbound_sdr,AM0033,422.8,4.4e-05,1,24.517,Low,Payment stress,39.537,High,Weak realized pricing,58.272,High,Persistent discounting,49.41433333333333,Moderate,No recent expansion signal,43.951,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=24.5, quality=39.5, discount=58.3"
CUST003058,Mid-Market,North America,Retail,paid_media,AM0007,2229.63,0.000234,0,17.755,Low,Payment stress,33.84,High,Weak realized pricing,67.88,High,High discount level,49.19433333333333,Moderate,No recent expansion signal,43.939,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=17.8, quality=33.8, discount=67.9"
CUST003603,Enterprise,North America,Retail,enterprise_sales,AM0036,6240.0,0.000655,0,22.128,Low,Payment stress,44.08,High,Weak realized pricing,62.379,High,Persistent discounting,53.82566666666667,Moderate,No recent expansion signal,43.92,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=22.1, quality=44.1, discount=62.4"
CUST002156,Mid-Market,North America,Manufacturing,enterprise_sales,AM0020,791.68,8.3e-05,0,22.928,Low,Payment stress,33.059,High,Weak realized pricing,64.997,High,High discount level,47.49290476190476,Moderate,No recent expansion signal,43.913,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=22.9, quality=33.1, discount=65.0"
CUST003018,Enterprise,North America,Logistics,enterprise_sales,AM0036,6672.0,0.000701,1,18.542,Low,Discount pressure,48.485,Moderate,Weak realized pricing,57.566,High,Persistent discounting,55.0,Moderate,No recent expansion signal,43.912,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=18.5, quality=48.5, discount=57.6"
CUST001330,SMB,North America,Media,paid_media,AM0036,924.57,9.7e-05,0,20.239,Low,Payment stress,32.118,High,Weak realized pricing,66.892,High,High discount level,45.841476190476186,Moderate,No recent expansion signal,43.9,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=20.2, quality=32.1, discount=66.9"
CUST002027,Enterprise,EMEA,Healthcare,enterprise_sales,AM0026,7851.11,0.000824,0,13.003,Low,Discount pressure,50.65,Moderate,Weak realized pricing,73.303,High,Persistent discounting,33.737,High,Low healthy expansion mix,43.892,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=13.0, quality=50.6, discount=73.3"
CUST002464,SMB,EMEA,Retail,paid_media,AM0039,914.38,9.6e-05,1,22.483,Low,Payment stress,42.799,High,Weak realized pricing,63.085,High,High discount level,55.0,Moderate,No recent expansion signal,43.859,Moderate,Revenue quality weakness,monitor only,"Moderate priority driven by Revenue quality weakness; churn=22.5, quality=42.8, discount=63.1"
CUST003295,Mid-Market,APAC,SaaS,paid_media,AM0024,2760.0,0.00029,0,19.919,Low,Payment stress,37.475,High,Weak realized pricing,65.445,High,Persistent discounting,50.21,Moderate,No recent expansion signal,43.846,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=19.9, quality=37.5, discount=65.4"
CUST000167,SMB,EMEA,Retail,paid_media,AM0015,376.58,4e-05,0,20.137,Low,Payment stress,46.968,Moderate,Weak realized pricing,81.032,Critical,High discount level,28.129,High,Low healthy expansion mix,43.779,Moderate,Discount dependency,review discount policy,"Moderate priority driven by Discount dependency; churn=20.1, quality=47.0, discount=81.0"
CUST001352,SMB,EMEA,Logistics,paid_media,AM0009,477.72,5e-05,0,22.068,Low,Payment stress,34.743,High,Weak realized pricing,75.163,Critical,High discount level,51.23233333333333,Moderate,No recent expansion signal,43.75,Moderate,Revenue quality weakness,review discount policy,"Moderate priority driven by Revenue quality weakness; churn=22.1, quality=34.7, discount=75.2"
CUST002079,SMB,EMEA,Manufacturing,paid_media,AM0015,377.5,4e-05,0,19.707,Low,Payment stress,32.386,High,Weak realized pricing,79.544,Critical,High discount level,51.15566666666667,Moderate,No recent expansion signal,43.744,Moderate,Revenue quality weakness,review discount policy,"Moderate priority driven by Revenue quality weakness; churn=19.7, quality=32.4, discount=79.5"
CUST002310,Mid-Market,EMEA,Healthcare,paid_media,AM0018,1988.59,0.000209,1,17.904,Low,Discount pressure,43.078,High,Weak realized pricing,64.477,High,High discount level,55.0,Moderate,No recent expansion signal,43.742,Moderate,Exposure concentration,monitor only,"Moderate priority driven by Exposure concentration; churn=17.9, quality=43.1, discount=64.5"
