customer_id,current_month,churn_risk_inputs,revenue_quality_inputs,account_fragility_inputs,forward_risk_flags
CUST000317,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 58.637, ""trailing_3m_payment_delay_avg"": 15.0, ""trailing_3m_support_ticket_avg"": 0.333, ""trailing_3m_usage_trend"": -7.56}","{""avg_discount_pct"": 0.16857993197278912, ""current_mrr"": 470.4, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.831420068027211, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 4.9e-05, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.024999999999999998, ""seat_growth_rate"": 0.0}","[""usage_declining""]"
CUST000318,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 46.343, ""trailing_3m_payment_delay_avg"": 9.667, ""trailing_3m_support_ticket_avg"": 1.667, ""trailing_3m_usage_trend"": -3.8}","{""avg_discount_pct"": 0.0, ""current_mrr"": 0.0, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.0, ""revenue_quality_flag"": ""inactive""}","{""churn_history_flag"": 1, ""concentration_weight"": 0.0, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.21363636363636365, ""seat_growth_rate"": 0.0}","[""usage_declining""]"
CUST000319,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": 53.24, ""trailing_3m_payment_delay_avg"": 11.667, ""trailing_3m_support_ticket_avg"": 5.333, ""trailing_3m_usage_trend"": -2.595}","{""avg_discount_pct"": 0.26851493129135845, ""current_mrr"": 7691.9, ""discount_dependency_flag"": 1, ""realized_price_index"": 0.7314850687086416, ""revenue_quality_flag"": ""fragile""}","{""churn_history_flag"": 0, ""concentration_weight"": 0.000808, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0833, ""renewal_risk_proxy"": 0.3851449901844798, ""seat_growth_rate"": 0.0}","[""usage_declining"", ""discount_dependency""]"
CUST000320,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": -46.293, ""trailing_3m_payment_delay_avg"": 15.667, ""trailing_3m_support_ticket_avg"": 5.667, ""trailing_3m_usage_trend"": 0.705}","{""avg_discount_pct"": 0.35964828479127126, ""current_mrr"": 7955.3, ""discount_dependency_flag"": 1, ""realized_price_index"": 0.6403517152087287, ""revenue_quality_flag"": ""fragile""}","{""churn_history_flag"": 0, ""concentration_weight"": 0.000835, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.2134140406844673, ""seat_growth_rate"": -0.037}","[""low_nps"", ""discount_dependency""]"
CUST000321,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": 30.917, ""trailing_3m_payment_delay_avg"": 22.667, ""trailing_3m_support_ticket_avg"": 0.333, ""trailing_3m_usage_trend"": 2.435}","{""avg_discount_pct"": 0.2975965400061786, ""current_mrr"": 809.25, ""discount_dependency_flag"": 1, ""realized_price_index"": 0.7024034599938214, ""revenue_quality_flag"": ""fragile""}","{""churn_history_flag"": 0, ""concentration_weight"": 8.5e-05, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.41929950571516833, ""seat_growth_rate"": 0.0}","[""payment_delay_stress"", ""discount_dependency""]"
CUST000322,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": 53.813, ""trailing_3m_payment_delay_avg"": 14.0, ""trailing_3m_support_ticket_avg"": 0.667, ""trailing_3m_usage_trend"": 6.095}","{""avg_discount_pct"": 0.34087497319322324, ""current_mrr"": 746.08, ""discount_dependency_flag"": 1, ""realized_price_index"": 0.6591250268067768, ""revenue_quality_flag"": ""fragile""}","{""churn_history_flag"": 0, ""concentration_weight"": 7.8e-05, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.1667, ""renewal_risk_proxy"": 0.4079821390276033, ""seat_growth_rate"": 0.0}","[""discount_dependency""]"
CUST000323,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 32.783, ""trailing_3m_payment_delay_avg"": 12.667, ""trailing_3m_support_ticket_avg"": 0.667, ""trailing_3m_usage_trend"": 5.28}","{""avg_discount_pct"": 0.0787113114531667, ""current_mrr"": 663.31, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.9212886885468334, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 7e-05, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0833, ""renewal_risk_proxy"": 0.034999999999999996, ""seat_growth_rate"": 0.0909}",[]
CUST000324,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 86.547, ""trailing_3m_payment_delay_avg"": 8.333, ""trailing_3m_support_ticket_avg"": 0.333, ""trailing_3m_usage_trend"": 7.67}","{""avg_discount_pct"": 0.09993799259174647, ""current_mrr"": 1225.66, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.9000701662777606, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 0.000129, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0833, ""renewal_risk_proxy"": 0.03, ""seat_growth_rate"": 0.0}",[]
CUST000325,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 61.263, ""trailing_3m_payment_delay_avg"": 6.333, ""trailing_3m_support_ticket_avg"": 0.333, ""trailing_3m_usage_trend"": 6.32}","{""avg_discount_pct"": 0.09618949985822409, ""current_mrr"": 458.47, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.9037886884638034, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 4.8e-05, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0833, ""renewal_risk_proxy"": 0.027499999999999997, ""seat_growth_rate"": 0.0}",[]
CUST000326,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 47.98, ""trailing_3m_payment_delay_avg"": 8.0, ""trailing_3m_support_ticket_avg"": 2.0, ""trailing_3m_usage_trend"": 1.475}","{""avg_discount_pct"": 0.2684590995561192, ""current_mrr"": 1182.75, ""discount_dependency_flag"": 1, ""realized_price_index"": 0.7315409004438808, ""revenue_quality_flag"": ""fragile""}","{""churn_history_flag"": 0, ""concentration_weight"": 0.000124, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.02763701422230274, ""seat_growth_rate"": 0.0}","[""discount_dependency""]"
CUST000327,2026-02-01,"{""contraction_frequency"": 0.0833, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": 20.777, ""trailing_3m_payment_delay_avg"": 18.667, ""trailing_3m_support_ticket_avg"": 1.333, ""trailing_3m_usage_trend"": -0.31}","{""avg_discount_pct"": 0.10356869876914156, ""current_mrr"": 758.82, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.8964313012308585, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 8e-05, ""contraction_frequency"": 0.0833, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.40249999999999997, ""seat_growth_rate"": 0.0}",[]
CUST000328,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 46.787, ""trailing_3m_payment_delay_avg"": 12.667, ""trailing_3m_support_ticket_avg"": 5.667, ""trailing_3m_usage_trend"": 1.44}","{""avg_discount_pct"": 0.22536340898251617, ""current_mrr"": 6520.89, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.7746365910174837, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 0.000685, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.043980486997502316, ""seat_growth_rate"": 0.0}",[]
CUST000329,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 28.46, ""trailing_3m_payment_delay_avg"": 14.667, ""trailing_3m_support_ticket_avg"": 1.667, ""trailing_3m_usage_trend"": 4.42}","{""avg_discount_pct"": 0.009782868050584587, ""current_mrr"": 335.28, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.9902171319494155, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 3.5e-05, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.0375, ""seat_growth_rate"": 0.0}",[]
CUST000330,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": 44.967, ""trailing_3m_payment_delay_avg"": 18.667, ""trailing_3m_support_ticket_avg"": 1.333, ""trailing_3m_usage_trend"": -4.055}","{""avg_discount_pct"": 0.09806665141873075, ""current_mrr"": 743.27, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.9019333485812693, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 7.8e-05, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.1111, ""renewal_risk_proxy"": 0.4075, ""seat_growth_rate"": 0.0}","[""usage_declining""]"
CUST000331,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 46.937, ""trailing_3m_payment_delay_avg"": 9.333, ""trailing_3m_support_ticket_avg"": 3.333, ""trailing_3m_usage_trend"": -0.145}","{""avg_discount_pct"": 0.0, ""current_mrr"": 0.0, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.0, ""revenue_quality_flag"": ""inactive""}","{""churn_history_flag"": 1, ""concentration_weight"": 0.0, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.21363636363636365, ""seat_growth_rate"": -0.0189}","[""discount_dependency""]"
CUST000332,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": 51.713, ""trailing_3m_payment_delay_avg"": 12.0, ""trailing_3m_support_ticket_avg"": 0.333, ""trailing_3m_usage_trend"": 2.62}","{""avg_discount_pct"": 0.142469547751717, ""current_mrr"": 1234.72, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.857530452248283, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 0.00013, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0833, ""renewal_risk_proxy"": 0.38499999999999995, ""seat_growth_rate"": 0.0}",[]
CUST000333,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 47.13, ""trailing_3m_payment_delay_avg"": 8.667, ""trailing_3m_support_ticket_avg"": 1.0, ""trailing_3m_usage_trend"": 1.815}","{""avg_discount_pct"": 0.0, ""current_mrr"": 0.0, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.0, ""revenue_quality_flag"": ""inactive""}","{""churn_history_flag"": 1, ""concentration_weight"": 0.0, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.21363636363636365, ""seat_growth_rate"": 0.0}",[]
CUST000334,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": 48.073, ""trailing_3m_payment_delay_avg"": 16.333, ""trailing_3m_support_ticket_avg"": 2.333, ""trailing_3m_usage_trend"": 1.655}","{""avg_discount_pct"": 0.16230732524718963, ""current_mrr"": 3604.52, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.8376926747528104, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 0.000378, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0833, ""renewal_risk_proxy"": 0.4125, ""seat_growth_rate"": 0.0}",[]
CUST000335,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 35.51, ""trailing_3m_payment_delay_avg"": 15.667, ""trailing_3m_support_ticket_avg"": 3.0, ""trailing_3m_usage_trend"": -10.355}","{""avg_discount_pct"": 0.009438038400259242, ""current_mrr"": 740.62, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.9905619615997407, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 7.8e-05, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0833, ""renewal_risk_proxy"": 0.04543181818181818, ""seat_growth_rate"": -0.0667}","[""usage_declining""]"
CUST000336,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": 43.683, ""trailing_3m_payment_delay_avg"": 19.333, ""trailing_3m_support_ticket_avg"": 0.0, ""trailing_3m_usage_trend"": 4.99}","{""avg_discount_pct"": 0.0, ""current_mrr"": 338.11, ""discount_dependency_flag"": 0, ""realized_price_index"": 1.0, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 3.6e-05, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0833, ""renewal_risk_proxy"": 0.4075, ""seat_growth_rate"": 0.0}",[]
CUST000337,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": 85.323, ""trailing_3m_payment_delay_avg"": 12.667, ""trailing_3m_support_ticket_avg"": 0.333, ""trailing_3m_usage_trend"": -1.68}","{""avg_discount_pct"": 0.06750562881955613, ""current_mrr"": 497.44, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.93251447410743, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 5.2e-05, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.38249999999999995, ""seat_growth_rate"": 0.0}",[]
CUST000338,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 21.567, ""trailing_3m_payment_delay_avg"": 23.0, ""trailing_3m_support_ticket_avg"": 2.667, ""trailing_3m_usage_trend"": 10.84}","{""avg_discount_pct"": 0.0, ""current_mrr"": 0.0, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.0, ""revenue_quality_flag"": ""inactive""}","{""churn_history_flag"": 1, ""concentration_weight"": 0.0, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.21363636363636365, ""seat_growth_rate"": 0.0}","[""payment_delay_stress""]"
CUST000339,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": 54.233, ""trailing_3m_payment_delay_avg"": 6.333, ""trailing_3m_support_ticket_avg"": 2.667, ""trailing_3m_usage_trend"": -1.39}","{""avg_discount_pct"": 0.043141279728199325, ""current_mrr"": 2825.6, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.9568587202718006, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 0.000297, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.37, ""seat_growth_rate"": 0.0}",[]
CUST000340,2026-02-01,"{""contraction_frequency"": 0.0833, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": 42.73, ""trailing_3m_payment_delay_avg"": 20.667, ""trailing_3m_support_ticket_avg"": 5.333, ""trailing_3m_usage_trend"": 1.53}","{""avg_discount_pct"": 0.1757271016224979, ""current_mrr"": 727.89, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.8242728983775022, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 7.6e-05, ""contraction_frequency"": 0.0833, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.43, ""seat_growth_rate"": 0.0}","[""payment_delay_stress""]"
CUST000341,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 61.88, ""trailing_3m_payment_delay_avg"": 9.333, ""trailing_3m_support_ticket_avg"": 1.0, ""trailing_3m_usage_trend"": 6.005}","{""avg_discount_pct"": 0.22865296605008095, ""current_mrr"": 1149.34, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.7713470339499191, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 0.000121, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.04195042372144013, ""seat_growth_rate"": 0.0}",[]
CUST000342,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 31.437, ""trailing_3m_payment_delay_avg"": 18.667, ""trailing_3m_support_ticket_avg"": 5.333, ""trailing_3m_usage_trend"": -3.38}","{""avg_discount_pct"": 0.11910739391157148, ""current_mrr"": 1394.12, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.8808926060884286, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 1, ""concentration_weight"": 0.000146, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.085, ""seat_growth_rate"": 0.0}","[""usage_declining""]"
CUST000343,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": 64.49, ""trailing_3m_payment_delay_avg"": 15.0, ""trailing_3m_support_ticket_avg"": 0.667, ""trailing_3m_usage_trend"": -4.285}","{""avg_discount_pct"": 0.0, ""current_mrr"": 660.8, ""discount_dependency_flag"": 0, ""realized_price_index"": 1.0, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 6.9e-05, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.38, ""seat_growth_rate"": 0.0}","[""usage_declining""]"
CUST000344,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 26.697, ""trailing_3m_payment_delay_avg"": 12.0, ""trailing_3m_support_ticket_avg"": 1.667, ""trailing_3m_usage_trend"": -0.175}","{""avg_discount_pct"": 0.0, ""current_mrr"": 0.0, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.0, ""revenue_quality_flag"": ""inactive""}","{""churn_history_flag"": 1, ""concentration_weight"": 0.0, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.21363636363636365, ""seat_growth_rate"": 0.0}",[]
CUST000345,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": 48.38, ""trailing_3m_payment_delay_avg"": 19.333, ""trailing_3m_support_ticket_avg"": 2.0, ""trailing_3m_usage_trend"": -9.24}","{""avg_discount_pct"": 0.04087683924846337, ""current_mrr"": 1433.33, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.9591231607515367, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 0.000151, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0833, ""renewal_risk_proxy"": 0.38499999999999995, ""seat_growth_rate"": 0.0}","[""usage_declining""]"
CUST000346,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 45.557, ""trailing_3m_payment_delay_avg"": 15.333, ""trailing_3m_support_ticket_avg"": 1.667, ""trailing_3m_usage_trend"": -1.97}","{""avg_discount_pct"": 0.2771910500207499, ""current_mrr"": 2578.33, ""discount_dependency_flag"": 1, ""realized_price_index"": 0.7228089499792502, ""revenue_quality_flag"": ""fragile""}","{""churn_history_flag"": 0, ""concentration_weight"": 0.000271, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.04388443571724999, ""seat_growth_rate"": 0.0}","[""discount_dependency""]"
CUST000347,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 61.92, ""trailing_3m_payment_delay_avg"": 7.0, ""trailing_3m_support_ticket_avg"": 0.333, ""trailing_3m_usage_trend"": -6.89}","{""avg_discount_pct"": 0.1318004655443079, ""current_mrr"": 2955.68, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.8681995344556921, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 0.00031, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.0025, ""seat_growth_rate"": 0.0}","[""usage_declining""]"
CUST000348,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": 65.883, ""trailing_3m_payment_delay_avg"": 11.333, ""trailing_3m_support_ticket_avg"": 3.0, ""trailing_3m_usage_trend"": 1.335}","{""avg_discount_pct"": 0.16347762790553164, ""current_mrr"": 4506.06, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.8365223720944682, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 0.000473, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0833, ""renewal_risk_proxy"": 0.38749999999999996, ""seat_growth_rate"": 0.0}",[]
CUST000349,2026-02-01,"{""contraction_frequency"": 0.1, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": -27.377, ""trailing_3m_payment_delay_avg"": 23.0, ""trailing_3m_support_ticket_avg"": 1.333, ""trailing_3m_usage_trend"": 4.73}","{""avg_discount_pct"": 0.31544130705025747, ""current_mrr"": 225.24, ""discount_dependency_flag"": 1, ""realized_price_index"": 0.6845586929497425, ""revenue_quality_flag"": ""fragile""}","{""churn_history_flag"": 0, ""concentration_weight"": 2.4e-05, ""contraction_frequency"": 0.1, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.10167148542276404, ""seat_growth_rate"": 0.0}","[""low_nps"", ""payment_delay_stress"", ""discount_dependency""]"
CUST000350,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": 25.527, ""trailing_3m_payment_delay_avg"": 12.0, ""trailing_3m_support_ticket_avg"": 0.0, ""trailing_3m_usage_trend"": -5.33}","{""avg_discount_pct"": 0.30109819281588535, ""current_mrr"": 403.39, ""discount_dependency_flag"": 1, ""realized_price_index"": 0.6989018071841147, ""revenue_quality_flag"": ""fragile""}","{""churn_history_flag"": 0, ""concentration_weight"": 4.2e-05, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.38979974183084076, ""seat_growth_rate"": 0.0}","[""usage_declining"", ""discount_dependency""]"
CUST000351,2026-02-01,"{""contraction_frequency"": 0.0833, ""renewal_due_flag"": 1, ""trailing_3m_nps_avg"": -10.82, ""trailing_3m_payment_delay_avg"": 19.333, ""trailing_3m_support_ticket_avg"": 3.333, ""trailing_3m_usage_trend"": -6.28}","{""avg_discount_pct"": 0.2612040497877128, ""current_mrr"": 275.57, ""discount_dependency_flag"": 1, ""realized_price_index"": 0.7387959502122873, ""revenue_quality_flag"": ""fragile""}","{""churn_history_flag"": 0, ""concentration_weight"": 2.9e-05, ""contraction_frequency"": 0.0833, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.5145960330865564, ""seat_growth_rate"": -0.2857}","[""usage_declining"", ""low_nps"", ""discount_dependency""]"
CUST000352,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 54.223, ""trailing_3m_payment_delay_avg"": 21.667, ""trailing_3m_support_ticket_avg"": 1.333, ""trailing_3m_usage_trend"": -0.61}","{""avg_discount_pct"": 0.293272210467825, ""current_mrr"": 935.82, ""discount_dependency_flag"": 1, ""realized_price_index"": 0.7067384753478233, ""revenue_quality_flag"": ""fragile""}","{""churn_history_flag"": 0, ""concentration_weight"": 9.8e-05, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.07618174435254643, ""seat_growth_rate"": 0.0}","[""payment_delay_stress"", ""discount_dependency""]"
CUST000353,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 38.2, ""trailing_3m_payment_delay_avg"": 12.333, ""trailing_3m_support_ticket_avg"": 2.0, ""trailing_3m_usage_trend"": 9.475}","{""avg_discount_pct"": 0.23586703601108033, ""current_mrr"": 902.5, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.7641329639889196, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 9.5e-05, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.050481005144440046, ""seat_growth_rate"": 0.0}",[]
CUST000354,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 49.377, ""trailing_3m_payment_delay_avg"": 17.667, ""trailing_3m_support_ticket_avg"": 0.333, ""trailing_3m_usage_trend"": 0.66}","{""avg_discount_pct"": 0.23405126525264108, ""current_mrr"": 1221.1, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.7659487347473589, ""revenue_quality_flag"": ""watch""}","{""churn_history_flag"": 0, ""concentration_weight"": 0.000128, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0833, ""renewal_risk_proxy"": 0.02522160932180587, ""seat_growth_rate"": 0.0}",[]
CUST000355,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": -10.833, ""trailing_3m_payment_delay_avg"": 14.333, ""trailing_3m_support_ticket_avg"": 3.333, ""trailing_3m_usage_trend"": -2.76}","{""avg_discount_pct"": 0.0, ""current_mrr"": 0.0, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.0, ""revenue_quality_flag"": ""inactive""}","{""churn_history_flag"": 1, ""concentration_weight"": 0.0, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.21363636363636365, ""seat_growth_rate"": -0.1}","[""usage_declining"", ""low_nps""]"
CUST000356,2026-02-01,"{""contraction_frequency"": 0.0, ""renewal_due_flag"": 0, ""trailing_3m_nps_avg"": 16.153, ""trailing_3m_payment_delay_avg"": 14.0, ""trailing_3m_support_ticket_avg"": 2.333, ""trailing_3m_usage_trend"": -1.52}","{""avg_discount_pct"": 0.0, ""current_mrr"": 0.0, ""discount_dependency_flag"": 0, ""realized_price_index"": 0.0, ""revenue_quality_flag"": ""inactive""}","{""churn_history_flag"": 1, ""concentration_weight"": 0.0, ""contraction_frequency"": 0.0, ""expansion_frequency"": 0.0, ""renewal_risk_proxy"": 0.21363636363636365, ""seat_growth_rate"": 0.0}",[]
