customer_id,signup_date,region,segment,company_size,industry,acquisition_channel,account_manager_id,lifecycle_stage
CUST001040,2022-07-01,EMEA,Mid-Market,201-500,Media,paid_media,AM0023,Churned
CUST001041,2024-10-01,EMEA,SMB,21-50,Retail,paid_media,AM0003,Active
CUST001042,2025-07-01,APAC,SMB,1-20,Retail,self_serve,AM0002,Active
CUST001043,2023-05-01,EMEA,Mid-Market,201-500,SaaS,content_marketing,AM0017,Churned
CUST001044,2022-06-01,North America,SMB,21-50,FinTech,paid_media,AM0035,Renewing Soon
CUST001045,2025-09-01,North America,SMB,21-50,SaaS,partner_referral,AM0004,Renewing Soon
CUST001046,2023-06-01,EMEA,Enterprise,1001-5000,Healthcare,enterprise_sales,AM0027,Renewing Soon
CUST001047,2021-07-01,EMEA,Mid-Market,51-200,Healthcare,paid_media,AM0015,Renewing Soon
CUST001048,2024-05-01,North America,SMB,1-20,Manufacturing,self_serve,AM0007,Churned
CUST001049,2024-12-01,North America,Mid-Market,201-500,Retail,enterprise_sales,AM0007,Active
CUST001050,2024-03-01,APAC,Mid-Market,51-200,SaaS,paid_media,AM0024,Renewing Soon
CUST001051,2023-07-01,APAC,SMB,1-20,Retail,self_serve,AM0002,Active
CUST001052,2025-11-01,EMEA,Enterprise,501-1000,Media,content_marketing,AM0022,Onboarding
CUST001053,2022-06-01,North America,Mid-Market,201-500,FinTech,partner_referral,AM0036,Renewing Soon
CUST001054,2022-11-01,North America,SMB,21-50,Retail,paid_media,AM0029,Renewing Soon
CUST001055,2022-02-01,EMEA,SMB,21-50,SaaS,outbound_sdr,AM0017,Renewing Soon
CUST001056,2023-06-01,North America,Mid-Market,201-500,Manufacturing,enterprise_sales,AM0036,Active
CUST001057,2023-09-01,EMEA,Enterprise,501-1000,Education,partner_referral,AM0003,Active
CUST001058,2024-09-01,EMEA,SMB,1-20,SaaS,outbound_sdr,AM0014,Renewing Soon
CUST001059,2023-04-01,North America,SMB,21-50,Healthcare,self_serve,AM0008,Churned
CUST001060,2023-11-01,North America,Mid-Market,501-1000,Logistics,outbound_sdr,AM0004,Active
CUST001061,2025-10-01,North America,SMB,21-50,FinTech,self_serve,AM0037,Active
CUST001062,2024-08-01,APAC,SMB,21-50,Education,self_serve,AM0005,Active
CUST001063,2024-11-01,EMEA,Enterprise,1001-5000,Retail,partner_referral,AM0003,Active
CUST001064,2022-05-01,North America,Mid-Market,201-500,SaaS,partner_referral,AM0036,Renewing Soon
CUST001065,2024-05-01,APAC,Enterprise,1001-5000,Education,partner_referral,AM0040,Active
CUST001066,2021-11-01,EMEA,Mid-Market,201-500,Manufacturing,outbound_sdr,AM0014,Renewing Soon
CUST001067,2024-05-01,EMEA,SMB,1-20,SaaS,self_serve,AM0018,Active
CUST001068,2025-08-01,LATAM,Enterprise,501-1000,Media,partner_referral,AM0027,Active
CUST001069,2024-08-01,North America,SMB,1-20,Manufacturing,self_serve,AM0019,Churned
CUST001070,2026-01-01,North America,SMB,1-20,Education,content_marketing,AM0034,Onboarding
CUST001071,2025-04-01,EMEA,Enterprise,5000+,FinTech,partner_referral,AM0014,Active
CUST001072,2024-11-01,North America,Mid-Market,201-500,SaaS,content_marketing,AM0035,Churned
CUST001073,2025-08-01,EMEA,Enterprise,501-1000,Education,outbound_sdr,AM0022,Active
CUST001074,2023-02-01,North America,SMB,21-50,Retail,outbound_sdr,AM0004,Churned
CUST001075,2022-07-01,North America,Enterprise,501-1000,FinTech,enterprise_sales,AM0029,Renewing Soon
CUST001076,2024-05-01,North America,Mid-Market,501-1000,Education,content_marketing,AM0004,Active
CUST001077,2025-07-01,EMEA,Mid-Market,51-200,Manufacturing,outbound_sdr,AM0030,Active
CUST001078,2025-12-01,North America,Enterprise,1001-5000,Healthcare,enterprise_sales,AM0037,Onboarding
CUST001079,2025-01-01,North America,SMB,1-20,Education,content_marketing,AM0008,Active
CUST001080,2021-11-01,APAC,Mid-Market,51-200,Retail,content_marketing,AM0016,Renewing Soon
CUST001081,2022-04-01,North America,Mid-Market,51-200,Manufacturing,paid_media,AM0012,Renewing Soon
CUST001082,2022-10-01,North America,Mid-Market,51-200,Education,content_marketing,AM0007,Renewing Soon
CUST001083,2022-03-01,North America,Enterprise,1001-5000,Manufacturing,outbound_sdr,AM0031,Renewing Soon
CUST001084,2022-03-01,North America,Mid-Market,51-200,Media,content_marketing,AM0004,Renewing Soon
CUST001085,2023-04-01,North America,SMB,21-50,Logistics,self_serve,AM0004,Churned
CUST001086,2022-12-01,EMEA,SMB,1-20,Healthcare,self_serve,AM0027,Churned
CUST001087,2024-09-01,North America,Enterprise,1001-5000,Manufacturing,partner_referral,AM0011,Active
CUST001088,2021-08-01,APAC,Enterprise,501-1000,Media,partner_referral,AM0040,Renewing Soon
CUST001089,2023-02-01,LATAM,Enterprise,5000+,Logistics,enterprise_sales,AM0024,Renewing Soon
CUST001090,2024-11-01,North America,SMB,21-50,FinTech,paid_media,AM0028,Active
CUST001091,2024-07-01,North America,SMB,51-200,FinTech,self_serve,AM0019,Active
CUST001092,2022-11-01,North America,Mid-Market,501-1000,Healthcare,content_marketing,AM0012,Churned
CUST001093,2023-11-01,EMEA,Mid-Market,51-200,Logistics,partner_referral,AM0014,Active
CUST001094,2022-08-01,North America,SMB,21-50,Media,self_serve,AM0032,Renewing Soon
CUST001095,2024-10-01,APAC,Mid-Market,51-200,Education,outbound_sdr,AM0016,Churned
CUST001096,2021-07-01,APAC,SMB,51-200,FinTech,self_serve,AM0002,Renewing Soon
CUST001097,2022-02-01,APAC,SMB,1-20,Logistics,paid_media,AM0006,Renewing Soon
CUST001098,2023-11-01,EMEA,SMB,1-20,SaaS,outbound_sdr,AM0038,Active
CUST001099,2024-05-01,LATAM,SMB,51-200,Manufacturing,self_serve,AM0020,Active
CUST001100,2024-11-01,North America,SMB,21-50,Healthcare,paid_media,AM0011,Active
CUST001101,2023-06-01,North America,Enterprise,5000+,Manufacturing,partner_referral,AM0010,Renewing Soon
CUST001102,2024-05-01,North America,Mid-Market,51-200,Manufacturing,content_marketing,AM0010,Churned
CUST001103,2024-05-01,LATAM,Enterprise,501-1000,FinTech,enterprise_sales,AM0035,Active
CUST001104,2025-11-01,EMEA,SMB,1-20,FinTech,self_serve,AM0015,Onboarding
CUST001105,2023-02-01,APAC,SMB,1-20,Education,outbound_sdr,AM0006,Renewing Soon
CUST001106,2022-09-01,North America,SMB,1-20,SaaS,outbound_sdr,AM0007,Renewing Soon
CUST001107,2022-07-01,LATAM,Mid-Market,51-200,Manufacturing,partner_referral,AM0036,Churned
CUST001108,2024-10-01,EMEA,SMB,21-50,FinTech,paid_media,AM0018,Active
CUST001109,2023-02-01,EMEA,Mid-Market,51-200,Healthcare,outbound_sdr,AM0026,Renewing Soon
CUST001110,2024-01-01,LATAM,Mid-Market,201-500,FinTech,outbound_sdr,AM0029,Active
CUST001111,2021-08-01,North America,Enterprise,5000+,Retail,enterprise_sales,AM0012,Renewing Soon
CUST001112,2025-08-01,North America,SMB,21-50,Manufacturing,content_marketing,AM0020,Active
CUST001113,2025-02-01,EMEA,SMB,1-20,Healthcare,self_serve,AM0003,Churned
CUST001114,2023-05-01,North America,SMB,1-20,Logistics,self_serve,AM0031,Active
CUST001115,2024-05-01,North America,SMB,1-20,SaaS,self_serve,AM0031,Active
CUST001116,2023-09-01,North America,Mid-Market,201-500,Education,outbound_sdr,AM0010,Active
CUST001117,2023-05-01,North America,SMB,1-20,FinTech,paid_media,AM0010,Active
CUST001118,2023-07-01,APAC,Mid-Market,51-200,Media,content_marketing,AM0013,Active
CUST001119,2025-11-01,EMEA,SMB,51-200,SaaS,paid_media,AM0026,Onboarding
CUST001120,2024-08-01,North America,Enterprise,1001-5000,Manufacturing,enterprise_sales,AM0028,Active
CUST001121,2022-05-01,North America,Enterprise,5000+,Retail,enterprise_sales,AM0004,Renewing Soon
CUST001122,2025-11-01,EMEA,SMB,1-20,Retail,content_marketing,AM0023,Onboarding
CUST001123,2022-07-01,EMEA,Enterprise,5000+,Logistics,enterprise_sales,AM0026,Renewing Soon
CUST001124,2024-06-01,LATAM,SMB,1-20,SaaS,self_serve,AM0008,Renewing Soon
CUST001125,2024-05-01,LATAM,Mid-Market,51-200,Manufacturing,paid_media,AM0018,Active
CUST001126,2021-10-01,North America,Enterprise,5000+,Logistics,partner_referral,AM0034,Renewing Soon
CUST001127,2023-05-01,North America,Mid-Market,501-1000,Logistics,partner_referral,AM0012,Churned
CUST001128,2024-05-01,EMEA,Mid-Market,201-500,Manufacturing,outbound_sdr,AM0003,Active
CUST001129,2024-02-01,EMEA,SMB,1-20,Manufacturing,self_serve,AM0038,Active
CUST001130,2023-02-01,EMEA,Mid-Market,51-200,Education,outbound_sdr,AM0003,Renewing Soon
CUST001131,2025-10-01,EMEA,Mid-Market,501-1000,Education,paid_media,AM0001,Active
CUST001132,2024-10-01,EMEA,SMB,21-50,Logistics,paid_media,AM0014,Active
CUST001133,2022-12-01,North America,SMB,1-20,Logistics,self_serve,AM0034,Churned
CUST001134,2025-01-01,North America,Mid-Market,51-200,Manufacturing,outbound_sdr,AM0031,Active
CUST001135,2023-12-01,North America,Mid-Market,201-500,Retail,outbound_sdr,AM0010,Renewing Soon
CUST001136,2023-03-01,North America,SMB,21-50,Manufacturing,self_serve,AM0007,Renewing Soon
CUST001137,2023-01-01,North America,Enterprise,1001-5000,SaaS,partner_referral,AM0037,Renewing Soon
CUST001138,2023-08-01,APAC,Mid-Market,201-500,Logistics,partner_referral,AM0002,Active
CUST001139,2024-03-01,North America,SMB,51-200,Retail,partner_referral,AM0036,Renewing Soon
CUST001140,2022-07-01,North America,SMB,1-20,SaaS,content_marketing,AM0020,Renewing Soon
CUST001141,2021-11-01,EMEA,Mid-Market,201-500,Retail,enterprise_sales,AM0014,Renewing Soon
CUST001142,2022-02-01,APAC,Mid-Market,201-500,FinTech,paid_media,AM0006,Renewing Soon
CUST001143,2025-08-01,North America,SMB,1-20,SaaS,outbound_sdr,AM0011,Active
CUST001144,2021-10-01,APAC,SMB,21-50,Retail,outbound_sdr,AM0005,Churned
CUST001145,2025-05-01,LATAM,Mid-Market,201-500,Education,partner_referral,AM0018,Active
CUST001146,2023-07-01,EMEA,Mid-Market,201-500,Manufacturing,outbound_sdr,AM0025,Active
CUST001147,2024-12-01,EMEA,Mid-Market,51-200,SaaS,outbound_sdr,AM0021,Active
CUST001148,2023-05-01,North America,SMB,21-50,Retail,content_marketing,AM0031,Active
CUST001149,2023-11-01,LATAM,Mid-Market,51-200,SaaS,content_marketing,AM0039,Active
CUST001150,2022-08-01,North America,SMB,1-20,Media,self_serve,AM0007,Renewing Soon
CUST001151,2025-10-01,LATAM,SMB,1-20,FinTech,partner_referral,AM0030,Churned
CUST001152,2022-08-01,EMEA,Mid-Market,201-500,Logistics,paid_media,AM0014,Churned
CUST001153,2021-11-01,North America,Mid-Market,501-1000,SaaS,content_marketing,AM0004,Renewing Soon
CUST001154,2021-12-01,North America,SMB,21-50,SaaS,paid_media,AM0012,Renewing Soon
CUST001155,2023-01-01,EMEA,Mid-Market,501-1000,Manufacturing,outbound_sdr,AM0018,Renewing Soon
CUST001156,2026-01-01,EMEA,SMB,1-20,Education,paid_media,AM0039,Onboarding
CUST001157,2024-10-01,North America,SMB,1-20,Media,self_serve,AM0012,Active
CUST001158,2021-12-01,APAC,SMB,51-200,Manufacturing,content_marketing,AM0033,Renewing Soon
CUST001159,2023-04-01,APAC,SMB,1-20,Healthcare,self_serve,AM0040,Active
CUST001160,2025-04-01,EMEA,Mid-Market,501-1000,SaaS,outbound_sdr,AM0017,Active
CUST001161,2021-08-01,EMEA,Mid-Market,201-500,Retail,partner_referral,AM0009,Renewing Soon
CUST001162,2023-07-01,North America,Mid-Market,51-200,Healthcare,content_marketing,AM0037,Active
CUST001163,2021-10-01,APAC,SMB,21-50,Logistics,paid_media,AM0013,Churned
CUST001164,2021-08-01,North America,SMB,1-20,Manufacturing,outbound_sdr,AM0020,Renewing Soon
CUST001165,2021-12-01,APAC,SMB,1-20,Education,self_serve,AM0024,Renewing Soon
CUST001166,2025-08-01,North America,Mid-Market,51-200,Logistics,enterprise_sales,AM0019,Active
CUST001167,2023-06-01,EMEA,SMB,1-20,SaaS,self_serve,AM0022,Renewing Soon
CUST001168,2024-04-01,North America,SMB,1-20,Manufacturing,self_serve,AM0037,Active
CUST001169,2025-02-01,North America,Mid-Market,501-1000,Logistics,enterprise_sales,AM0004,Active
CUST001170,2025-06-01,APAC,Mid-Market,201-500,Manufacturing,content_marketing,AM0024,Active
CUST001171,2024-10-01,EMEA,SMB,21-50,Manufacturing,content_marketing,AM0018,Active
CUST001172,2024-01-01,EMEA,SMB,1-20,Logistics,content_marketing,AM0022,Active
CUST001173,2025-10-01,LATAM,Mid-Market,51-200,FinTech,partner_referral,AM0037,Active
CUST001174,2025-10-01,LATAM,SMB,1-20,Logistics,partner_referral,AM0025,Active
CUST001175,2024-07-01,APAC,SMB,51-200,Healthcare,self_serve,AM0013,Active
CUST001176,2022-08-01,North America,Enterprise,1001-5000,Retail,outbound_sdr,AM0037,Renewing Soon
CUST001177,2025-01-01,EMEA,SMB,51-200,Healthcare,outbound_sdr,AM0023,Active
CUST001178,2023-09-01,APAC,SMB,1-20,Manufacturing,partner_referral,AM0005,Renewing Soon
CUST001179,2023-12-01,North America,SMB,21-50,SaaS,content_marketing,AM0007,Renewing Soon
CUST001180,2025-07-01,North America,SMB,21-50,SaaS,content_marketing,AM0012,Active
CUST001181,2022-08-01,APAC,SMB,51-200,Manufacturing,paid_media,AM0024,Renewing Soon
CUST001182,2022-02-01,EMEA,SMB,1-20,Healthcare,paid_media,AM0018,Renewing Soon
CUST001183,2022-01-01,EMEA,SMB,51-200,Retail,partner_referral,AM0009,Renewing Soon
CUST001184,2025-10-01,LATAM,SMB,1-20,SaaS,content_marketing,AM0040,Active
CUST001185,2021-09-01,EMEA,Enterprise,5000+,SaaS,enterprise_sales,AM0014,Renewing Soon
CUST001186,2022-09-01,EMEA,Enterprise,1001-5000,FinTech,outbound_sdr,AM0003,Renewing Soon
CUST001187,2025-12-01,North America,SMB,21-50,Manufacturing,self_serve,AM0019,Onboarding
CUST001188,2021-11-01,North America,SMB,1-20,FinTech,partner_referral,AM0007,Renewing Soon
CUST001189,2023-10-01,North America,Mid-Market,501-1000,SaaS,paid_media,AM0029,Churned
CUST001190,2025-04-01,APAC,Enterprise,501-1000,Retail,enterprise_sales,AM0013,Active
CUST001191,2025-12-01,APAC,Enterprise,1001-5000,Education,enterprise_sales,AM0040,Onboarding
CUST001192,2025-11-01,North America,SMB,21-50,Retail,content_marketing,AM0008,Onboarding
CUST001193,2024-02-01,North America,SMB,21-50,FinTech,self_serve,AM0011,Active
CUST001194,2025-11-01,APAC,SMB,1-20,Logistics,outbound_sdr,AM0024,Churned
CUST001195,2022-08-01,North America,Mid-Market,201-500,Retail,outbound_sdr,AM0032,Renewing Soon
CUST001196,2023-09-01,EMEA,Mid-Market,201-500,Retail,outbound_sdr,AM0017,Renewing Soon
CUST001197,2023-06-01,EMEA,SMB,21-50,FinTech,self_serve,AM0038,Active
CUST001198,2025-07-01,EMEA,SMB,21-50,FinTech,partner_referral,AM0030,Active
CUST001199,2025-08-01,North America,SMB,21-50,Manufacturing,paid_media,AM0029,Active
CUST001200,2025-03-01,EMEA,Mid-Market,501-1000,FinTech,paid_media,AM0026,Renewing Soon
CUST001201,2021-10-01,North America,SMB,1-20,Retail,outbound_sdr,AM0028,Churned
CUST001202,2022-04-01,EMEA,Mid-Market,51-200,Healthcare,content_marketing,AM0021,Renewing Soon
CUST001203,2021-10-01,North America,Mid-Market,201-500,SaaS,outbound_sdr,AM0028,Renewing Soon
CUST001204,2022-05-01,EMEA,Mid-Market,51-200,SaaS,outbound_sdr,AM0030,Renewing Soon
CUST001205,2023-05-01,EMEA,SMB,1-20,SaaS,partner_referral,AM0001,Churned
CUST001206,2024-06-01,North America,Mid-Market,501-1000,Manufacturing,outbound_sdr,AM0007,Renewing Soon
CUST001207,2022-03-01,North America,Mid-Market,201-500,SaaS,enterprise_sales,AM0020,Renewing Soon
CUST001208,2025-08-01,North America,SMB,1-20,Manufacturing,partner_referral,AM0029,Active
CUST001209,2024-08-01,North America,SMB,51-200,Healthcare,content_marketing,AM0008,Active
CUST001210,2025-01-01,North America,Mid-Market,51-200,Manufacturing,content_marketing,AM0029,Active
CUST001211,2026-01-01,LATAM,SMB,1-20,Media,outbound_sdr,AM0001,Onboarding
CUST001212,2025-05-01,North America,SMB,1-20,Logistics,content_marketing,AM0010,Active
CUST001213,2022-05-01,APAC,SMB,1-20,Retail,content_marketing,AM0013,Churned
CUST001214,2025-11-01,LATAM,SMB,21-50,Manufacturing,paid_media,AM0002,Onboarding
CUST001215,2021-07-01,North America,SMB,21-50,Retail,paid_media,AM0031,Renewing Soon
CUST001216,2024-01-01,EMEA,Mid-Market,201-500,Media,partner_referral,AM0022,Active
CUST001217,2022-09-01,APAC,SMB,1-20,Manufacturing,outbound_sdr,AM0016,Renewing Soon
CUST001218,2025-08-01,EMEA,Mid-Market,201-500,SaaS,content_marketing,AM0022,Active
CUST001219,2024-10-01,EMEA,SMB,1-20,Education,partner_referral,AM0026,Active
CUST001220,2023-05-01,EMEA,SMB,21-50,SaaS,self_serve,AM0025,Churned
CUST001221,2022-04-01,North America,SMB,21-50,Education,partner_referral,AM0031,Renewing Soon
CUST001222,2024-07-01,EMEA,Mid-Market,51-200,SaaS,partner_referral,AM0014,Active
CUST001223,2023-03-01,LATAM,Enterprise,5000+,SaaS,partner_referral,AM0028,Renewing Soon
CUST001224,2022-09-01,LATAM,SMB,21-50,Education,self_serve,AM0008,Renewing Soon
CUST001225,2021-07-01,North America,SMB,1-20,Retail,outbound_sdr,AM0004,Churned
CUST001226,2022-03-01,EMEA,SMB,21-50,Manufacturing,content_marketing,AM0039,Renewing Soon
CUST001227,2025-12-01,North America,SMB,21-50,Logistics,paid_media,AM0008,Onboarding
CUST001228,2024-09-01,LATAM,Mid-Market,51-200,Logistics,partner_referral,AM0005,Renewing Soon
CUST001229,2024-07-01,North America,SMB,1-20,Manufacturing,self_serve,AM0011,Churned
CUST001230,2024-04-01,LATAM,Enterprise,1001-5000,Media,enterprise_sales,AM0040,Active
CUST001231,2024-07-01,APAC,Mid-Market,501-1000,Healthcare,outbound_sdr,AM0033,Churned
CUST001232,2023-08-01,North America,SMB,21-50,SaaS,paid_media,AM0032,Active
CUST001233,2024-05-01,North America,Mid-Market,201-500,Logistics,partner_referral,AM0010,Active
CUST001234,2025-03-01,APAC,SMB,21-50,Manufacturing,paid_media,AM0024,Renewing Soon
CUST001235,2023-09-01,North America,Mid-Market,201-500,Logistics,content_marketing,AM0035,Active
CUST001236,2025-05-01,EMEA,SMB,1-20,SaaS,paid_media,AM0017,Active
CUST001237,2022-05-01,LATAM,Mid-Market,201-500,SaaS,outbound_sdr,AM0011,Renewing Soon
CUST001238,2026-01-01,EMEA,SMB,51-200,SaaS,partner_referral,AM0030,Onboarding
CUST001239,2024-05-01,North America,SMB,21-50,Retail,paid_media,AM0008,Active
CUST001240,2022-12-01,EMEA,Mid-Market,501-1000,Logistics,content_marketing,AM0038,Renewing Soon
CUST001241,2021-08-01,North America,SMB,1-20,Healthcare,outbound_sdr,AM0020,Renewing Soon
CUST001242,2025-08-01,LATAM,SMB,1-20,SaaS,content_marketing,AM0029,Active
CUST001243,2024-11-01,North America,Mid-Market,201-500,Healthcare,content_marketing,AM0012,Active
CUST001244,2022-04-01,North America,SMB,1-20,Healthcare,paid_media,AM0032,Churned
CUST001245,2023-03-01,North America,Enterprise,501-1000,Retail,outbound_sdr,AM0036,Renewing Soon
CUST001246,2024-04-01,LATAM,Mid-Market,501-1000,Retail,paid_media,AM0020,Active
CUST001247,2023-05-01,North America,Mid-Market,201-500,SaaS,outbound_sdr,AM0010,Active
CUST001248,2024-04-01,APAC,SMB,21-50,Manufacturing,content_marketing,AM0002,Active
CUST001249,2024-01-01,EMEA,SMB,1-20,Retail,partner_referral,AM0038,Active
CUST001250,2022-07-01,APAC,Enterprise,1001-5000,FinTech,outbound_sdr,AM0040,Renewing Soon
CUST001251,2023-03-01,LATAM,SMB,1-20,Healthcare,self_serve,AM0027,Renewing Soon
CUST001252,2022-04-01,APAC,SMB,1-20,Retail,paid_media,AM0002,Renewing Soon
CUST001253,2025-08-01,LATAM,SMB,1-20,Healthcare,paid_media,AM0036,Active
CUST001254,2023-12-01,North America,SMB,1-20,SaaS,self_serve,AM0020,Churned
CUST001255,2024-10-01,APAC,Mid-Market,501-1000,FinTech,content_marketing,AM0005,Active
CUST001256,2024-07-01,EMEA,Mid-Market,201-500,Education,partner_referral,AM0017,Active
CUST001257,2025-02-01,EMEA,Mid-Market,51-200,FinTech,partner_referral,AM0039,Active
CUST001258,2021-09-01,APAC,Enterprise,501-1000,Logistics,enterprise_sales,AM0033,Renewing Soon
CUST001259,2024-11-01,LATAM,SMB,21-50,Manufacturing,partner_referral,AM0024,Active
CUST001260,2023-01-01,EMEA,SMB,1-20,Manufacturing,partner_referral,AM0026,Renewing Soon
CUST001261,2022-01-01,EMEA,SMB,1-20,Education,partner_referral,AM0030,Renewing Soon
CUST001262,2023-01-01,EMEA,Mid-Market,201-500,Healthcare,enterprise_sales,AM0025,Renewing Soon
CUST001263,2025-09-01,North America,SMB,1-20,FinTech,outbound_sdr,AM0012,Renewing Soon
CUST001264,2022-11-01,North America,SMB,21-50,SaaS,paid_media,AM0007,Renewing Soon
CUST001265,2021-11-01,North America,SMB,1-20,Retail,self_serve,AM0007,Renewing Soon
CUST001266,2023-02-01,North America,Mid-Market,51-200,Manufacturing,paid_media,AM0010,Renewing Soon
CUST001267,2023-12-01,North America,Mid-Market,501-1000,Education,content_marketing,AM0034,Active
CUST001268,2023-11-01,APAC,Enterprise,1001-5000,Manufacturing,enterprise_sales,AM0002,Active
CUST001269,2023-03-01,EMEA,SMB,21-50,Manufacturing,outbound_sdr,AM0009,Renewing Soon
CUST001270,2022-08-01,LATAM,Enterprise,501-1000,Healthcare,enterprise_sales,AM0040,Churned
CUST001271,2025-04-01,EMEA,SMB,21-50,FinTech,outbound_sdr,AM0018,Churned
CUST001272,2022-08-01,North America,SMB,1-20,Logistics,paid_media,AM0008,Renewing Soon
CUST001273,2025-01-01,North America,SMB,1-20,SaaS,self_serve,AM0035,Churned
CUST001274,2022-07-01,North America,SMB,1-20,Logistics,partner_referral,AM0037,Renewing Soon
CUST001275,2024-03-01,LATAM,SMB,51-200,SaaS,content_marketing,AM0021,Churned
CUST001276,2022-03-01,North America,SMB,1-20,Manufacturing,content_marketing,AM0007,Churned
CUST001277,2021-12-01,EMEA,SMB,51-200,SaaS,content_marketing,AM0025,Renewing Soon
CUST001278,2022-02-01,LATAM,Mid-Market,501-1000,Education,outbound_sdr,AM0035,Renewing Soon
CUST001279,2021-09-01,LATAM,Mid-Market,201-500,FinTech,outbound_sdr,AM0039,Renewing Soon
CUST001280,2025-06-01,North America,Mid-Market,51-200,Manufacturing,outbound_sdr,AM0029,Renewing Soon
CUST001281,2022-05-01,North America,Mid-Market,201-500,Media,outbound_sdr,AM0037,Renewing Soon
CUST001282,2025-03-01,North America,SMB,51-200,Retail,self_serve,AM0035,Renewing Soon
CUST001283,2024-04-01,North America,Mid-Market,201-500,SaaS,content_marketing,AM0008,Churned
CUST001284,2023-02-01,North America,SMB,1-20,Education,self_serve,AM0031,Renewing Soon
CUST001285,2022-05-01,EMEA,SMB,1-20,Manufacturing,paid_media,AM0025,Renewing Soon
CUST001286,2021-07-01,LATAM,SMB,21-50,SaaS,self_serve,AM0031,Churned
CUST001287,2024-02-01,EMEA,Mid-Market,51-200,Manufacturing,outbound_sdr,AM0022,Active
CUST001288,2023-05-01,EMEA,SMB,1-20,Logistics,outbound_sdr,AM0026,Active
CUST001289,2025-03-01,North America,Mid-Market,51-200,Manufacturing,enterprise_sales,AM0029,Renewing Soon
CUST001290,2025-06-01,APAC,SMB,1-20,Education,partner_referral,AM0006,Renewing Soon
CUST001291,2024-08-01,EMEA,SMB,51-200,Retail,self_serve,AM0021,Churned
CUST001292,2025-04-01,APAC,SMB,21-50,Manufacturing,content_marketing,AM0040,Active
CUST001293,2023-03-01,LATAM,SMB,1-20,Healthcare,self_serve,AM0034,Churned
CUST001294,2022-01-01,North America,SMB,1-20,Education,paid_media,AM0031,Churned
CUST001295,2024-02-01,North America,Mid-Market,501-1000,Healthcare,enterprise_sales,AM0012,Active
CUST001296,2022-04-01,North America,SMB,1-20,SaaS,paid_media,AM0010,Renewing Soon
CUST001297,2022-05-01,EMEA,SMB,1-20,Healthcare,outbound_sdr,AM0015,Renewing Soon
CUST001298,2022-10-01,LATAM,Mid-Market,201-500,Logistics,content_marketing,AM0013,Renewing Soon
CUST001299,2024-08-01,North America,SMB,21-50,FinTech,self_serve,AM0037,Active
CUST001300,2021-10-01,APAC,SMB,51-200,FinTech,self_serve,AM0016,Renewing Soon
CUST001301,2024-05-01,EMEA,SMB,21-50,SaaS,partner_referral,AM0018,Active
CUST001302,2021-08-01,North America,SMB,1-20,SaaS,paid_media,AM0036,Churned
CUST001303,2024-10-01,North America,SMB,21-50,Media,self_serve,AM0012,Active
CUST001304,2024-07-01,EMEA,Mid-Market,51-200,Manufacturing,outbound_sdr,AM0027,Active
CUST001305,2023-06-01,EMEA,SMB,21-50,Education,outbound_sdr,AM0025,Active
CUST001306,2023-09-01,EMEA,Mid-Market,201-500,Education,outbound_sdr,AM0015,Renewing Soon
CUST001307,2024-11-01,North America,SMB,1-20,Healthcare,outbound_sdr,AM0037,Active
CUST001308,2021-11-01,APAC,Mid-Market,201-500,Education,content_marketing,AM0024,Renewing Soon
CUST001309,2025-07-01,North America,Mid-Market,51-200,Media,partner_referral,AM0037,Active
CUST001310,2021-09-01,LATAM,SMB,1-20,Education,paid_media,AM0001,Renewing Soon
CUST001311,2023-08-01,North America,SMB,21-50,Education,partner_referral,AM0011,Active
CUST001312,2024-06-01,North America,SMB,21-50,Manufacturing,paid_media,AM0012,Renewing Soon
CUST001313,2021-08-01,EMEA,Enterprise,5000+,Logistics,enterprise_sales,AM0025,Renewing Soon
CUST001314,2025-03-01,EMEA,Enterprise,1001-5000,SaaS,enterprise_sales,AM0030,Renewing Soon
CUST001315,2025-07-01,EMEA,SMB,1-20,Education,partner_referral,AM0003,Active
CUST001316,2025-08-01,EMEA,Mid-Market,201-500,Healthcare,content_marketing,AM0009,Active
CUST001317,2021-10-01,LATAM,SMB,1-20,Manufacturing,paid_media,AM0027,Renewing Soon
CUST001318,2024-04-01,EMEA,SMB,1-20,Logistics,self_serve,AM0017,Churned
CUST001319,2024-07-01,EMEA,Mid-Market,501-1000,Retail,partner_referral,AM0026,Active
CUST001320,2022-01-01,EMEA,SMB,51-200,SaaS,partner_referral,AM0001,Renewing Soon
CUST001321,2024-06-01,North America,SMB,1-20,Education,self_serve,AM0028,Churned
CUST001322,2023-11-01,EMEA,Mid-Market,501-1000,Media,enterprise_sales,AM0001,Active
CUST001323,2022-10-01,North America,SMB,21-50,Retail,partner_referral,AM0037,Churned
CUST001324,2023-01-01,EMEA,Mid-Market,51-200,Logistics,partner_referral,AM0009,Renewing Soon
CUST001325,2023-03-01,North America,SMB,21-50,Logistics,partner_referral,AM0008,Renewing Soon
CUST001326,2024-10-01,LATAM,SMB,1-20,Logistics,content_marketing,AM0005,Active
CUST001327,2023-10-01,EMEA,SMB,1-20,Healthcare,content_marketing,AM0014,Active
CUST001328,2022-10-01,APAC,Enterprise,5000+,Manufacturing,enterprise_sales,AM0013,Renewing Soon
CUST001329,2024-08-01,EMEA,SMB,21-50,Logistics,outbound_sdr,AM0023,Active
